Identificador,TipoProducto,FechaFabricacion,Voltaje,Corriente,Desempeno,ConsumoEnergetico,ValorMercado
2525,Smartphone,2022-07-20,11.1142,4.368,63.986,47.0419,147.3262
4523,Accesorio,2020-06-12,4.0443,4.7794,53.9293,19.28,82.3559
3533,Accesorio,2022-12-04,13.0311,0.7833,48.2401,11.0159,59.0018
7572,Accesorio,2021-12-12,14.4655,4.5025,73.4491,64.1428,196.13
3147,Tablet,2022-01-02,4.2791,3.1797,44.283,12.1517,60.412
560,Laptop,2020-05-21,8.2231,1.3432,41.1199,11.587,61.0379
6089,Smartphone,2022-06-14,9.5722,2.128,53.1423,18.6624,77.7963
6653,Tablet,2021-02-02,7.9003,4.858,64.2758,37.3477,135.1459
3588,Laptop,2022-05-24,,,35.8606,10.4342,55.903
4823,Tablet,2022-06-29,8.4147,3.8989,54.1687,32.6159,113.1957
6058,Tablet,2020-06-05,13.0673,3.4985,61.9189,45.9496,148.2214
2460,Tablet,2022-04-20,,,67.0372,57.0904,164.6757
8563,Tablet,2020-02-21,4.1444,1.6988,40.5045,7.4199,43.6883
8142,Accesorio,2022-11-12,6.1167,4.2448,56.2213,26.0263,96.3144
5047,Tablet,2021-11-10,14.1128,3.7459,66.1867,53.0308,164.9964
4977,Accesorio,2020-12-03,4.3798,4.9739,62.368,23.9908,91.2591
2960,Tablet,2021-07-08,5.5495,4.5687,52.9584,24.8004,89.6729
3202,Laptop,2022-08-10,7.2246,0.5005,37.8521,2.8653,38.2617
3642,Tablet,2020-10-19,11.2237,1.9258,54.5968,21.1662,84.2198
283,Laptop,2021-12-30,12.5115,3.4928,65.3079,42.7278,141.0146
7274,Smartphone,2020-08-19,8.7566,1.253,42.4511,11.5058,57.122
6831,Laptop,2022-06-18,4.7158,0.9349,35.4278,2.6986,29.9231
5948,Tablet,2021-02-06,7.5409,0.7096,38.7592,5.2754,45.8589
1098,Accesorio,2020-05-25,11.2821,0.5512,46.1627,6.7313,47.0544
4174,Laptop,2022-10-13,10.2811,3.8484,58.2736,39.2992,124.9592
4010,Accesorio,2020-05-06,,,41.4609,14.3955,63.9618
5506,Smartphone,2022-11-23,10.8236,4.315,62.3264,48.2966,147.8691
7544,Smartphone,2020-04-11,7.4556,4.7243,60.8175,35.2599,123.4295
6438,Laptop,2021-03-30,12.2776,1.3736,54.8281,18.0614,74.9448
2933,Smartphone,2020-03-06,4.3276,4.1882,46.8753,17.0933,69.4486
6654,Tablet,2022-06-30,12.7587,2.8824,61.9328,36.2043,126.5708
5863,Smartphone,2020-08-25,10.3387,2.3407,57.3755,23.694,91.2227
6637,Laptop,2022-06-11,13.8292,1.3759,49.6284,18.3945,78.4736
6435,Tablet,2021-03-23,7.0126,0.5824,42.2774,2.4822,37.4899
2342,Laptop,2022-11-27,14.9336,4.588,74.553,68.6923,208.6523
5409,Smartphone,2020-06-15,9.8269,3.7024,64.8143,34.5708,120.4376
8107,Smartphone,2022-11-12,12.3613,0.8079,47.6788,9.6618,55.4434
8441,Accesorio,2021-01-13,7.6343,4.5224,55.857,34.18,117.6023
4845,Tablet,2022-02-10,8.2691,0.5506,43.9983,4.5123,45.6971
5640,Laptop,2021-07-16,11.2865,4.5596,66.0346,52.2799,163.6532
2714,Laptop,2020-04-05,14.6269,1.8166,59.4467,25.4941,100.5496
2474,Tablet,2021-03-21,11.5281,1.5501,47.1168,18.4913,73.3647
8808,Smartphone,2022-12-05,7.8372,2.7759,49.396,20.883,84.2662
8942,Tablet,2021-05-06,7.6009,1.7068,46.5639,11.322,63.9593
5858,Smartphone,2020-09-06,5.776,4.3475,55.9222,24.8755,95.7645
8023,Accesorio,2021-01-19,11.5724,1.2881,48.5024,16.1973,66.8445
6361,Laptop,2021-03-31,5.8864,2.1834,39.9543,12.2664,61.2923
5458,Laptop,2020-11-29,10.7361,1.5922,44.6133,16.2655,65.8467
5033,Tablet,2021-08-22,5.0569,1.0725,31.6841,5.5098,34.3534
8348,Accesorio,2022-05-11,3.6872,0.8729,34.3769,2.1693,30.3456
3348,Tablet,2022-05-21,12.0453,4.7219,66.1463,57.6763,170.1299
3728,Laptop,2021-07-03,10.5276,4.7854,64.1668,48.4212,152.0128
5861,Tablet,2020-11-29,3.7989,4.9176,54.0295,18.4182,78.3802
199,Accesorio,2020-07-18,,,28.5548,2.7688,35.0648
1073,Accesorio,2020-04-01,14.062,4.7526,72.9896,65.9116,206.5435
8567,Laptop,2020-08-15,8.1649,2.6557,54.3474,20.6182,89.3431
7367,Accesorio,2021-04-30,6.4628,1.7694,40.8016,10.7224,55.8403
2162,Accesorio,2021-05-22,5.875,0.8555,34.2541,4.9403,33.5284
4943,Smartphone,2020-04-12,4.1508,4.1498,45.9809,17.1144,70.3559
8271,Accesorio,2022-03-19,7.1747,1.8366,46.5588,12.2011,66.3432
7840,Accesorio,2022-03-02,8.7018,0.7518,42.4131,4.5653,45.4179
4921,Smartphone,2022-07-30,14.8255,1.7645,54.641,26.5381,99.7412
6462,Tablet,2021-02-15,5.3475,4.8959,53.0826,26.7814,94.9263
5338,Accesorio,2021-01-24,11.5247,1.1366,40.7188,13.7497,59.8702
8468,Laptop,2022-05-03,14.777,4.4653,71.2982,67.0461,202.2895
4176,Laptop,2020-04-03,14.2525,0.7783,51.6411,9.998,61.5378
3737,Smartphone,2020-05-04,3.6595,2.4924,41.1991,9.0702,50.0715
5492,Smartphone,2020-10-27,8.0338,4.4496,60.6342,35.2991,121.0833
8624,Accesorio,2020-04-30,12.7238,2.7515,63.0264,35.3467,121.6669
6706,Smartphone,2020-07-15,4.3155,3.0844,45.4831,12.366,60.3394
5055,Smartphone,2021-10-07,11.5624,1.5644,52.222,19.8845,79.7549
5382,Accesorio,2022-03-16,13.0997,4.9413,71.0199,63.4765,190.6882
1149,Laptop,2020-06-06,12.4695,4.4121,65.4265,55.3224,169.8489
1746,Accesorio,2021-09-02,10.6464,4.8347,64.541,50.3412,154.5269
3475,Laptop,2022-08-21,,,44.358,20.3293,82.357
4858,Smartphone,2020-02-21,13.972,4.013,69.1216,55.8242,179.1748
7683,Accesorio,2021-10-02,9.9218,3.7942,56.8992,35.6856,116.5291
3821,Tablet,2021-10-20,5.2239,3.3047,45.2747,17.8877,71.0492
7945,Accesorio,2021-01-12,11.3618,2.6535,53.9024,31.8431,107.1334
2995,Smartphone,2022-06-09,8.1186,1.7869,38.2868,13.429,64.5204
5598,Tablet,2021-07-19,14.4152,1.0789,55.1806,16.1182,81.594
6685,Tablet,2021-03-27,6.8998,2.7269,49.1131,17.4239,78.4908
5844,Accesorio,2020-11-22,4.1864,0.7241,32.2336,2.698,30.2577
51,Smartphone,2020-12-24,14.4181,3.3105,62.8668,47.8541,151.9567
5056,Tablet,2022-04-16,7.9022,4.1601,57.5027,31.6628,117.1808
1918,Smartphone,2022-06-17,3.4067,3.4506,51.1128,11.8857,60.6856
6619,Tablet,2020-02-23,3.1328,2.9448,36.2332,8.3992,47.9819
5038,Smartphone,2020-06-08,9.503,2.7907,48.3106,25.9774,95.8986
7197,Tablet,2020-07-01,6.2277,1.1765,37.8383,7.5972,43.3966
7963,Tablet,2020-07-11,9.8903,0.5889,39.3954,5.8379,42.7788
6648,Tablet,2022-03-20,8.6408,4.3944,60.691,38.0523,127.113
1269,Tablet,2020-05-08,14.0961,2.6142,61.2476,35.7324,125.6494
1037,Accesorio,2020-08-08,13.8872,3.2085,62.3541,47.3527,152.0805
1878,Accesorio,2021-10-16,13.9866,3.3564,66.1092,45.7484,150.213
686,Laptop,2021-05-01,7.6227,2.717,47.0548,19.777,85.4211
6913,Smartphone,2020-05-18,7.4025,2.515,42.2799,19.472,78.6017
7113,Laptop,2021-02-26,,,37.0933,7.0422,48.0267
6068,Smartphone,2022-09-25,9.5313,4.5886,64.8003,42.765,142.3826
8209,Laptop,2022-02-03,12.9731,3.5114,69.7159,46.5455,152.2623
2149,Tablet,2022-11-14,14.6983,1.1511,55.8826,16.4242,77.7875
1287,Laptop,2021-09-07,4.9812,2.2044,38.6069,11.7458,54.9077
453,Tablet,2022-05-29,13.5754,0.9706,50.7679,13.2951,68.0897
6477,Smartphone,2022-02-12,3.7317,1.7303,40.4519,6.917,44.3517
6490,Smartphone,2020-07-09,8.9977,3.61,54.3031,32.4855,109.897
5311,Accesorio,2021-03-06,10.912,1.8863,49.3221,19.6773,79.6891
1131,Tablet,2020-10-11,10.579,0.7302,45.6444,7.8521,47.9235
1065,Tablet,2021-02-26,14.8874,4.9452,74.3678,73.0479,217.4965
3129,Laptop,2020-07-19,10.091,3.2053,53.8667,32.5274,110.3194
2719,Smartphone,2020-01-27,6.3221,3.6757,49.5046,22.0429,86.012
7622,Accesorio,2020-06-14,7.3711,2.9597,47.8202,22.1279,90.5244
1060,Tablet,2022-03-14,5.227,1.4942,30.8593,7.1115,39.2931
7222,Laptop,2021-04-11,12.3823,2.6685,59.5891,34.1769,115.7987
4999,Accesorio,2021-09-14,5.3017,2.9004,49.7406,13.9888,65.5603
8527,Tablet,2020-11-08,11.4229,4.5026,63.9949,51.2685,156.356
5339,Laptop,2020-04-27,3.2515,1.7048,38.3435,4.9798,40.078
2801,Laptop,2020-05-02,14.7175,3.2324,67.1927,48.9626,157.1425
3268,Accesorio,2021-07-29,13.7921,0.8106,51.7607,11.3322,65.1528
8418,Tablet,2021-10-26,14.155,0.7503,54.3378,9.5363,65.9855
8789,Laptop,2021-05-10,8.2393,4.8054,61.5839,39.5325,134.4241
8144,Laptop,2022-10-24,3.3861,4.6423,56.4222,16.9165,78.4262
3279,Tablet,2021-05-22,14.0226,4.0935,69.3965,57.0945,179.4907
5461,Laptop,2022-06-03,4.6659,0.9651,35.2263,5.8484,39.9881
6150,Laptop,2022-04-13,4.4795,1.3793,31.9758,5.6189,36.3149
1061,Smartphone,2022-10-05,8.3481,1.2299,43.902,11.2379,58.4987
250,Smartphone,2021-08-26,4.8461,3.5474,44.7386,18.0319,69.0272
5364,Tablet,2020-07-21,11.6192,2.8811,55.0608,34.3326,116.0817
7923,Accesorio,2020-09-25,6.5812,4.499,54.3337,30.7993,110.0931
7387,Laptop,2022-03-05,9.8672,1.5009,48.3762,13.8855,65.1907
7759,Laptop,2021-12-13,9.3395,3.0753,48.3923,27.4417,95.317
2704,Tablet,2022-03-12,8.6615,4.3273,53.8069,36.1275,121.3382
5158,Tablet,2020-02-05,8.4679,3.773,54.1061,32.3277,112.6459
5427,Smartphone,2020-02-20,8.9734,3.4197,57.3813,29.2378,106.0969
1538,Smartphone,2021-05-02,5.3355,3.8364,45.7591,20.3707,77.4391
7510,Accesorio,2021-12-19,12.318,2.6741,60.7346,32.5191,113.1918
5330,Smartphone,2020-12-26,11.4075,1.3447,51.7635,16.427,70.5807
1497,Smartphone,2020-12-23,6.1881,1.7447,39.2297,11.5798,58.7261
4343,Laptop,2022-02-20,6.5393,4.405,56.2861,29.7943,106.6683
6709,Smartphone,2021-11-19,9.427,4.5557,64.0232,43.2266,143.513
8881,Accesorio,2022-02-18,5.9532,1.642,44.6041,8.9042,55.5548
1820,Accesorio,2020-03-05,9.8499,3.9484,60.7097,38.2525,123.6882
2491,Tablet,2022-11-02,14.0693,3.0171,61.7964,43.2598,142.6798
7824,Tablet,2022-07-16,5.986,3.7343,50.9158,21.8848,85.1374
3597,Accesorio,2020-09-24,11.6823,3.3125,58.8877,38.1963,126.4673
558,Tablet,2021-03-06,10.8569,4.4202,62.0171,48.9071,152.6947
3281,Accesorio,2022-06-14,3.3589,3.3729,40.3008,11.2742,59.783
7720,Tablet,2021-07-02,14.1975,1.1395,53.443,17.0714,77.7049
6698,Laptop,2020-09-01,12.486,4.2552,66.4146,53.1176,161.82
7115,Accesorio,2020-12-31,8.7015,0.7208,41.4064,6.5828,49.3423
7737,Laptop,2022-03-10,14.0532,1.1411,55.7406,13.926,78.3501
7874,Tablet,2022-09-14,14.011,1.128,52.9959,15.4106,74.7705
2240,Tablet,2022-09-29,,,52.6462,22.1621,88.6407
462,Accesorio,2021-03-21,9.0431,2.7011,55.4575,24.6055,94.0666
1386,Smartphone,2022-03-08,14.6908,1.8162,59.0103,27.6213,107.4923
6876,Laptop,2021-06-08,8.7625,0.9069,42.4766,7.6904,52.2771
6914,Smartphone,2022-03-24,5.3962,1.0126,39.3903,4.7012,36.5895
5628,Smartphone,2020-07-16,11.0405,4.0123,62.6066,45.5385,143.2203
8637,Tablet,2022-07-23,4.0184,2.9776,48.4925,11.4929,60.7679
4160,Accesorio,2020-08-31,14.14,1.8511,50.6956,25.9346,98.5563
5074,Laptop,2022-01-08,6.554,4.2363,50.6962,26.9194,97.5395
4560,Smartphone,2021-01-02,6.34,4.0144,52.2609,24.0522,93.4984
8652,Accesorio,2022-03-13,3.0655,1.4222,31.4537,4.6561,36.1673
6000,Accesorio,2020-05-02,9.6613,3.3585,49.5999,31.2929,107.5977
6520,Tablet,2021-05-24,4.6605,1.3976,38.741,7.3106,43.6221
7382,Smartphone,2021-05-18,13.0075,3.1232,64.2129,40.5222,137.0649
1213,Tablet,2021-08-27,4.5922,4.3316,49.3138,20.1534,77.3464
1854,Smartphone,2021-06-11,10.9248,2.6144,55.108,29.6417,101.9087
4106,Accesorio,2022-06-01,,,36.6101,11.2283,57.2556
7290,Tablet,2020-01-24,6.8373,1.1044,32.0062,6.8738,44.6793
6560,Accesorio,2020-12-15,3.9584,3.2208,47.5493,11.9004,58.7473
1805,Accesorio,2020-03-27,12.5073,3.5539,65.9298,45.3759,147.6733
840,Laptop,2022-12-11,10.2368,1.1168,42.0164,10.3831,55.9883
1722,Accesorio,2020-08-11,3.9376,0.6229,34.7832,2.8824,30.5847
3999,Accesorio,2021-04-20,8.3501,0.6071,36.9172,4.6272,42.1085
1876,Smartphone,2022-09-09,7.028,4.4328,57.4004,30.2042,110.6075
2511,Laptop,2021-03-24,10.499,2.4468,54.6607,24.8026,92.1201
5543,Smartphone,2021-09-20,12.2845,3.9779,66.2346,48.1699,152.5024
6782,Smartphone,2021-09-27,4.1057,0.6888,30.9195,4.4682,33.9177
8885,Smartphone,2021-10-23,,,77.3611,70.0698,196.7409
7527,Smartphone,2021-08-18,8.6276,3.6143,54.673,31.9669,110.6175
1414,Accesorio,2021-11-24,12.88,0.6433,50.6053,8.8573,54.5081
673,Laptop,2020-07-03,6.0896,2.1792,39.0797,12.4538,56.2048
7541,Accesorio,2020-06-18,11.8836,4.0764,61.3794,47.716,146.8633
7326,Tablet,2022-04-25,7.1765,0.7118,37.6619,4.7532,42.0342
8958,Laptop,2021-09-04,8.4987,3.091,54.3405,27.4114,105.3114
6729,Laptop,2022-03-19,12.0637,2.4732,56.6556,30.5023,107.3718
2115,Smartphone,2021-04-05,14.7455,1.3921,55.1497,19.521,87.7213
208,Tablet,2021-04-27,7.999,2.7654,46.5389,20.6097,82.9904
6053,Smartphone,2022-09-05,8.7402,0.9984,42.5095,8.9271,55.4346
7030,Tablet,2021-01-11,3.8611,2.4081,41.9998,9.5429,52.3864
358,Smartphone,2022-08-04,10.6557,4.2912,63.4558,46.3091,146.936
2451,Smartphone,2022-01-14,9.8265,3.5986,53.5376,34.4242,116.7629
3997,Laptop,2020-02-24,6.7157,0.6199,34.4769,4.9404,35.7605
3958,Tablet,2020-10-30,10.9691,4.6436,68.2473,51.436,155.4783
4360,Accesorio,2021-08-13,12.8138,2.2775,51.8172,29.4043,103.5544
4917,Smartphone,2022-09-26,13.851,2.2458,55.2149,32.5723,115.1447
7353,Accesorio,2020-01-19,11.1757,1.1132,49.6694,14.0924,63.5993
5592,Tablet,2021-09-13,6.5615,3.3088,46.0974,21.2645,85.6952
7519,Smartphone,2022-06-19,6.841,4.0201,50.6499,27.3595,101.2145
5277,Smartphone,2020-10-20,14.4918,1.4113,50.5189,20.7138,86.0182
1016,Tablet,2022-03-11,12.8459,1.4301,50.7326,19.6305,81.9012
4159,Tablet,2021-05-30,4.6534,3.8286,49.9671,16.5204,69.0432
8430,Tablet,2021-12-13,12.11,3.6542,60.2846,41.845,134.1022
2414,Laptop,2022-09-27,11.4779,2.0401,54.4652,23.8975,91.0363
7142,Laptop,2020-11-07,8.4263,3.0952,49.6242,26.8746,96.8522
4238,Tablet,2022-08-08,12.3137,4.4574,68.4372,55.3988,170.5969
3224,Laptop,2021-10-09,7.8665,2.3881,45.8674,19.1142,79.124
4195,Accesorio,2021-05-24,,,26.425,1.7844,32.6114
4758,Accesorio,2021-10-25,,,152.084,52.8378,200.5549
999,Smartphone,2022-03-14,10.4672,1.1892,47.8201,10.6482,52.5025
2313,Tablet,2020-09-19,6.6203,3.7217,56.7584,24.456,96.9424
4687,Smartphone,2020-10-18,4.8102,1.0794,34.4025,5.6748,35.6162
4152,Smartphone,2022-06-21,3.3349,0.7866,34.085,1.7053,28.5176
4644,Tablet,2020-09-11,3.2805,4.418,47.7935,15.9858,71.8968
2351,Accesorio,2021-10-02,7.6299,3.5248,53.9782,27.5439,100.2929
1156,Smartphone,2020-07-19,12.5474,4.3397,63.7416,53.2264,166.2368
2648,Smartphone,2022-08-04,9.5213,4.9462,62.8906,45.3129,148.006
7843,Laptop,2020-04-01,8.593,0.8153,37.7487,8.3287,50.5573
2181,Laptop,2022-08-04,4.8477,2.7345,47.9686,12.4502,58.3447
3615,Accesorio,2021-01-08,6.8057,0.8245,37.7726,5.935,42.2593
1941,Smartphone,2021-09-09,6.3025,0.561,28.986,3.7454,33.2442
6714,Laptop,2020-03-17,6.3676,2.1789,40.3311,13.3923,59.7225
206,Tablet,2020-02-26,13.0472,2.917,64.9233,40.7116,139.9342
3185,Tablet,2021-02-20,4.7924,2.0845,40.7582,12.343,54.2306
131,Smartphone,2021-12-24,4.9064,0.8542,33.024,4.9612,35.0035
8933,Tablet,2020-01-01,3.1228,1.0507,25.3267,2.5416,27.6731
7537,Tablet,2022-12-18,14.9409,1.7109,58.817,26.1182,99.4071
2732,Tablet,2020-03-22,8.296,2.5915,55.0638,20.8287,84.5883
1570,Smartphone,2021-05-18,6.6839,2.0582,41.7146,13.7841,65.3986
6171,Accesorio,2021-12-30,5.0868,2.4098,39.4272,12.1121,54.447
3536,Tablet,2022-12-23,,,39.8688,10.7707,62.3822
3070,Accesorio,2020-08-09,3.3081,3.8245,40.4498,11.7048,56.0334
2813,Smartphone,2021-08-12,7.8235,4.3663,58.6742,34.4238,118.4434
3967,Smartphone,2020-03-29,14.0347,0.9597,51.0029,13.2481,69.1212
476,Accesorio,2022-01-09,12.1369,4.2258,71.3477,50.348,165.0498
1010,Laptop,2022-08-17,6.0036,2.2524,41.0947,14.1407,65.9277
5992,Smartphone,2022-08-09,6.0412,0.7202,34.4967,3.8096,38.6673
7862,Tablet,2020-05-10,6.757,0.6064,41.7403,5.0509,43.2838
600,Smartphone,2020-10-18,13.419,3.5156,65.01,47.6922,152.1471
6667,Smartphone,2021-10-10,10.912,1.6994,49.0885,16.6472,69.0448
6525,Smartphone,2022-02-15,7.644,4.8109,65.4999,36.7901,129.037
2103,Accesorio,2022-07-02,3.7904,0.9613,31.1772,4.2597,36.9752
5517,Accesorio,2020-11-17,9.5382,4.1036,59.1833,37.7482,129.434
4417,Tablet,2020-02-10,12.8988,2.0908,57.0844,26.9708,101.298
5911,Accesorio,2021-10-27,9.3087,4.3769,61.58,40.6356,133.3198
7107,Smartphone,2021-10-30,13.7618,1.3933,55.9791,18.5057,81.8741
6498,Laptop,2021-04-29,7.2887,3.085,47.9926,23.4897,88.923
420,Smartphone,2022-06-22,4.4978,1.8996,31.9939,8.1725,43.7226
7494,Accesorio,2021-01-10,14.7336,3.236,62.4099,47.7235,154.1162
6661,Tablet,2020-08-29,10.1261,4.438,61.1343,44.6918,142.1437
190,Laptop,2022-03-14,3.1323,1.881,41.0128,6.4664,47.3633
1434,Tablet,2022-08-28,14.2909,0.5191,53.1783,6.7685,54.9416
8622,Laptop,2020-07-09,13.888,0.5282,46.5853,7.1164,52.3348
5397,Smartphone,2020-02-25,9.4845,0.6708,41.0262,5.0642,39.8317
5014,Smartphone,2020-01-11,4.8069,4.1148,49.2642,21.5032,80.7887
6484,Tablet,2022-05-09,6.3664,4.5525,56.9437,29.4229,106.0419
8858,Accesorio,2020-07-13,12.2849,0.9864,41.8594,12.4652,59.416
2067,Accesorio,2021-12-13,8.6153,3.4834,46.6,30.2369,106.0908
6902,Accesorio,2020-11-17,13.8398,3.4399,65.3831,46.8398,152.034
1165,Accesorio,2021-07-02,14.6106,2.3733,62.8869,34.6378,126.0317
4932,Laptop,2021-05-17,11.7547,3.8493,57.289,45.0817,140.186
139,Tablet,2020-06-19,7.9861,2.7704,47.7675,22.7,90.1105
7536,Laptop,2020-12-23,7.7852,2.5223,43.1351,20.2682,77.957
4889,Accesorio,2020-02-16,7.9646,3.62,53.6808,26.9283,102.2177
7152,Smartphone,2021-03-19,9.9414,3.8398,61.716,37.337,128.6105
5679,Accesorio,2022-12-07,13.9697,3.9227,71.1301,56.3405,181.5688
8416,Tablet,2020-02-13,9.8189,1.2265,46.6294,12.3307,60.1163
8804,Tablet,2021-10-09,10.2891,4.7148,67.666,46.8445,150.7414
2666,Laptop,2020-01-13,8.1509,2.5985,45.7432,22.3888,86.2481
4677,Accesorio,2020-07-18,10.1181,2.7464,57.1991,27.6157,96.9535
4108,Tablet,2021-12-19,3.3352,3.785,46.0442,13.2191,58.8421
3241,Accesorio,2021-01-08,13.325,2.8369,61.0488,40.2838,136.0248
5108,Accesorio,2020-03-22,10.1656,3.7503,61.3893,37.0965,123.2438
1659,Tablet,2020-02-29,8.8425,1.7417,43.2997,17.379,67.506
7825,Laptop,2022-07-19,13.7296,0.8899,51.3399,13.8139,67.2743
8268,Smartphone,2022-01-05,10.0364,3.5795,57.9843,35.485,118.9557
5362,Smartphone,2021-06-26,14.3911,0.5119,55.462,9.3042,60.1841
3998,Tablet,2021-12-23,3.8063,4.1665,45.4694,16.1634,66.22
3126,Tablet,2022-07-25,12.4285,2.0196,56.0963,24.8743,94.957
802,Laptop,2021-05-26,,,54.1814,22.6275,90.7922
439,Tablet,2020-02-11,8.6781,2.6653,51.3036,24.0809,91.9628
759,Laptop,2022-10-25,3.4681,3.8083,46.9167,14.4968,68.9883
2470,Smartphone,2021-01-05,3.2265,3.7105,45.616,12.0865,59.0662
1226,Laptop,2022-02-26,7.3768,0.9816,39.9636,8.0099,48.3773
4817,Tablet,2020-02-12,9.7157,4.8277,61.5257,46.0449,148.0206
4537,Smartphone,2022-01-18,3.8842,1.2287,27.8869,3.0161,29.2816
8980,Accesorio,2020-08-20,8.3539,3.0934,55.2041,26.6534,99.8256
1892,Tablet,2021-02-13,11.8475,1.399,52.905,16.0176,69.3993
8970,Smartphone,2021-04-15,13.9183,3.9065,64.5694,54.6326,171.4491
868,Laptop,2020-03-18,3.7845,1.2228,30.2851,3.8948,29.7696
4723,Accesorio,2020-03-10,6.7122,0.9519,36.0966,7.887,47.9482
1298,Tablet,2020-07-26,8.7116,3.8681,54.1464,32.2352,114.2456
3379,Tablet,2021-07-07,11.511,2.8197,56.2938,32.491,109.5252
8680,Laptop,2020-09-25,5.1297,3.1458,46.0309,15.6561,65.4342
4515,Smartphone,2022-10-12,14.8333,1.0597,54.6415,14.8768,72.2553
6926,Tablet,2020-01-19,13.0418,2.9503,62.0777,38.4219,134.5401
5340,Accesorio,2022-07-22,11.7633,1.0624,45.955,12.673,61.0784
3150,Smartphone,2020-07-26,12.9431,3.25,61.1844,44.1601,141.6844
2445,Smartphone,2022-10-30,7.5172,1.4577,42.6535,10.8623,57.3743
8640,Tablet,2021-02-19,3.2109,1.6533,32.2461,4.9466,36.4593
3162,Laptop,2020-05-29,9.1669,1.5476,46.0371,14.4367,67.8704
1707,Tablet,2020-01-25,,,51.5181,24.0411,90.1213
3926,Tablet,2022-05-07,6.9673,2.6347,45.3302,17.5273,76.4554
5520,Laptop,2022-09-13,9.2278,3.0704,53.6902,28.0031,102.0283
628,Smartphone,2022-01-20,8.7107,2.772,50.5784,24.8175,96.7641
161,Tablet,2020-09-24,3.7723,2.7144,40.9202,10.3075,48.7901
4771,Smartphone,2021-11-19,7.0165,3.659,53.9373,24.2873,99.5996
405,Accesorio,2021-12-10,9.1662,2.0625,45.4622,17.7866,71.5461
5411,Smartphone,2022-07-19,12.837,3.6916,61.0489,46.6707,145.8423
1081,Accesorio,2020-08-08,3.1844,2.7995,39.7322,8.0516,46.6688
5521,Smartphone,2021-02-04,3.3266,1.06,32.085,4.905,36.2277
2507,Smartphone,2022-01-06,4.017,1.006,33.9403,5.1114,35.8711
1556,Smartphone,2022-05-30,7.7121,1.9088,48.6348,15.0392,73.1659
2446,Smartphone,2021-05-28,,,72.3953,63.4201,180.7929
789,Smartphone,2022-12-14,14.5437,2.0017,59.3064,29.1111,107.2299
6098,Accesorio,2020-05-26,,,62.154,48.169,145.2136
5955,Smartphone,2022-03-17,14.3534,4.9045,66.2813,69.8837,207.1571
5518,Tablet,2022-11-09,12.3401,1.6336,51.1502,19.3856,81.1454
5481,Smartphone,2020-07-30,,,55.22,28.3962,106.5064
1572,Smartphone,2022-02-15,3.0997,3.8765,48.7612,11.7601,59.992
5885,Tablet,2020-09-01,5.2056,1.7523,38.9243,8.494,48.0326
4789,Smartphone,2022-09-14,5.8459,2.0534,45.1353,11.3789,55.1809
4491,Tablet,2022-07-18,14.0736,3.456,65.0859,48.7773,158.1841
5728,Laptop,2022-12-13,4.2091,1.73,38.9734,7.2562,45.2478
8630,Tablet,2022-10-10,10.3433,1.2467,46.9483,12.9588,61.9014
8560,Accesorio,2020-05-24,5.1883,4.9722,57.2885,24.1964,91.7442
8613,Accesorio,2020-06-14,9.9455,3.3913,58.0245,33.1178,112.0493
1843,Accesorio,2022-08-22,4.2296,3.4572,45.3097,15.0471,66.2871
8472,Tablet,2021-09-15,3.9597,2.4969,34.4779,7.9179,40.2402
6903,Tablet,2022-01-24,4.4566,2.4142,43.9926,11.2117,55.9531
1810,Tablet,2020-07-04,14.4611,0.531,53.0628,6.7147,53.6436
6503,Laptop,2021-10-01,,,47.7752,17.5657,76.6656
7025,Smartphone,2022-10-22,4.6928,1.4868,36.8657,5.9305,37.8789
8869,Smartphone,2022-02-01,10.7666,3.3077,57.1427,37.8484,123.6351
643,Laptop,2020-03-28,8.2481,1.9248,43.7514,16.3734,71.051
2857,Accesorio,2020-01-21,14.3688,4.011,68.8347,56.9882,177.4218
6573,Smartphone,2022-01-05,,,56.3539,33.8593,113.9748
3449,Accesorio,2022-12-19,5.8561,0.8018,36.3061,4.3055,38.7668
6990,Laptop,2020-10-04,7.2062,2.0355,152.084,12.7311,116.8687
7395,Accesorio,2022-03-05,14.8639,1.2249,55.9593,17.1127,78.3669
3961,Accesorio,2021-02-06,14.6646,4.5325,70.3375,67.824,207.562
8492,Laptop,2020-06-18,8.3542,2.2332,45.1843,18.132,78.0443
8964,Laptop,2021-02-20,14.8446,1.4599,59.708,22.2872,91.6699
8557,Tablet,2021-01-24,8.3895,2.6094,50.6359,22.5511,89.0255
2054,Smartphone,2022-12-26,5.5886,2.0944,41.3918,10.5375,50.5532
4614,Accesorio,2020-03-22,9.7816,3.5915,60.4538,35.4689,119.6465
6185,Accesorio,2022-04-03,11.6506,1.585,46.1505,17.1455,68.0928
6578,Tablet,2020-05-27,8.1261,4.7725,58.6576,38.6933,133.7302
3056,Accesorio,2021-06-13,10.2312,2.7272,56.3536,27.6934,101.173
5416,Accesorio,2020-07-13,5.9913,2.41,43.9923,16.3436,65.7263
8225,Laptop,2020-08-01,5.1198,3.8155,50.8882,18.6511,71.9521
5045,Tablet,2022-09-27,9.6092,1.5718,42.4779,15.9234,69.6762
7421,Accesorio,2021-08-24,10.5191,3.3008,53.6734,35.2354,116.2733
3924,Laptop,2020-04-21,14.6762,1.3492,56.7386,18.1013,84.9937
