Identificador,TipoCultivo,FechaCosecha,Peso,Desempeno,Humedad,Precio,Target
2673,Vegetal,2022-10-29,7.2658,59.4936,58.5206,19.7564,KO
1117,Cereal,2022-07-03,4.1234,50.2446,31.5423,16.8104,KO
4345,Cereal,2021-06-18,4.8914,63.3763,57.985,21.4853,OK
2449,Legumbre,2021-10-05,9.8781,76.6036,37.867,30.3643,KO
142,Fruta,2022-09-10,5.3363,55.706,67.0881,15.7688,KO
2164,Legumbre,2021-03-11,7.2383,71.6122,41.2228,23.4536,OK
3129,Cereal,2021-04-11,3.3565,59.1715,89.3511,12.6946,KO
2764,Fruta,2022-08-11,8.6461,82.8836,72.5572,34.1368,KO
2618,Cereal,2022-07-21,0.7105,44.7217,89.5356,1.4333,KO
2297,Fruta,2022-11-17,6.047,57.6299,54.1805,23.1449,KO
4546,Cereal,2022-01-06,0.8639,51.9454,84.3496,3.8613,KO
1003,Fruta,2021-08-06,9.3435,113.5065,41.7739,45.8706,KO
4866,Fruta,2022-05-18,0.802,59.4011,35.8212,3.7358,KO
4115,Legumbre,2022-10-09,1.8543,54.4682,42.0969,4.53,KO
3909,Cereal,2021-06-30,0.7291,51.9012,80.5456,1.8582,KO
374,Legumbre,2022-10-02,7.2138,84.4389,36.9007,19.4902,OK
3973,Cereal,2022-11-28,2.5001,58.0082,56.9963,11.7378,KO
1373,Legumbre,2022-07-29,2.1597,57.6072,37.4426,6.4407,KO
5785,Legumbre,2022-03-19,8.5809,69.0338,44.581,39.2201,KO
2935,Fruta,2022-04-22,1.6714,63.9572,38.2926,7.3028,KO
3741,Cereal,2022-03-14,0.5281,55.6505,59.481,1.451,KO
3936,Vegetal,2022-04-24,4.1321,60.0389,57.9573,14.9679,OK
4231,Cereal,2021-11-30,4.7653,66.078,46.828,11.193,OK
618,Legumbre,2021-12-05,6.4315,72.3102,64.8591,25.9041,OK
3396,Cereal,2021-07-30,0.6698,48.4456,78.2887,3.2652,KO
2006,Cereal,2022-08-29,4.3415,61.9182,80.037,21.5093,OK
2230,Legumbre,2021-07-25,1.0654,53.7323,46.6236,4.0731,KO
2288,Fruta,2022-06-06,,,47.7686,1.6341,OK
252,Fruta,2021-12-07,8.9798,82.7862,48.2767,28.7554,KO
5212,Fruta,2021-05-13,5.8704,62.2949,30.998,26.1959,OK
4687,Cereal,2022-09-02,9.6053,82.6103,87.2726,41.2348,KO
200,Cereal,2022-05-19,,,88.2703,17.8457,OK
5438,Cereal,2022-07-14,8.5056,87.9487,79.7653,42.0497,KO
3907,Cereal,2022-01-07,4.3939,63.9315,36.748,13.1748,OK
5119,Cereal,2022-09-19,4.8741,55.1825,34.9458,10.8498,KO
1508,Vegetal,2022-03-20,8.7037,71.2548,72.9495,22.5847,KO
2578,Fruta,2022-06-19,2.9393,63.8521,73.6278,8.2217,OK
5300,Legumbre,2022-09-30,5.3622,61.3978,62.3186,12.8765,OK
4468,Vegetal,2022-09-18,7.1101,73.0255,76.3186,20.2864,OK
4653,Vegetal,2022-04-11,5.553,67.7211,85.4522,20.352,OK
3312,Fruta,2021-02-26,,,31.2793,23.8058,OK
4198,Fruta,2022-12-23,7.4637,70.9281,85.7086,19.4256,OK
5093,Vegetal,2022-09-24,6.435,63.0792,58.7899,13.0744,OK
2252,Cereal,2022-12-27,8.9318,82.5078,42.3504,23.9459,KO
5661,Cereal,2022-04-08,8.5849,69.2247,44.117,34.9015,KO
4173,Vegetal,2021-07-05,1.1188,59.8411,56.709,4.521,KO
2653,Legumbre,2021-04-13,5.5119,66.5513,71.9894,21.4971,OK
5036,Vegetal,2021-11-22,0.8126,56.104,50.6328,2.2907,KO
4764,Legumbre,2021-01-22,6.0966,70.9311,45.9667,22.9429,OK
2735,Legumbre,2021-01-14,9.5503,81.2448,33.1903,39.7458,KO
959,Vegetal,2021-04-17,1.6989,63.7071,66.3354,7.2639,KO
20,Cereal,2022-02-05,0.6077,43.498,77.6984,2.6547,KO
2436,Legumbre,2022-03-24,3.1178,57.9536,51.9208,11.1849,KO
1730,Vegetal,2022-09-22,,,83.2058,17.7616,OK
2878,Legumbre,2021-10-20,6.5138,74.7151,65.3652,17.1287,OK
5477,Cereal,2021-12-20,7.3514,71.6657,49.361,20.2682,OK
5250,Legumbre,2022-06-25,4.4876,65.7774,88.8486,18.3472,OK
3622,Vegetal,2022-11-13,1.7798,55.4334,72.8029,8.333,KO
260,Cereal,2022-08-19,3.5446,65.8072,83.868,15.5443,OK
4613,Fruta,2022-01-02,7.6862,78.2358,69.6097,22.4622,OK
4838,Cereal,2021-08-26,7.9697,69.672,84.4367,16.8238,OK
3891,Legumbre,2022-07-01,7.042,65.7416,73.8723,21.7609,OK
3962,Legumbre,2021-02-01,6.0048,70.2918,75.738,16.3577,OK
29,Legumbre,2021-02-19,5.91,61.1493,40.5019,23.212,OK
909,Cereal,2022-05-12,2.376,50.3388,84.856,7.198,KO
2672,Legumbre,2022-07-28,2.4501,58.4275,79.0582,9.4854,KO
1759,Cereal,2021-04-03,2.5354,66.2181,34.1098,11.6173,OK
3709,Fruta,2021-01-10,9.3295,71.8992,81.5688,21.6806,KO
655,Vegetal,2022-04-16,5.3669,61.5782,38.8521,22.5959,OK
5843,Fruta,2021-07-06,9.7706,82.0705,34.8647,39.2663,KO
2900,Vegetal,2022-06-30,3.0534,56.9661,37.2877,11.3507,KO
3369,Fruta,2021-07-23,4.2225,60.7129,55.5028,19.7095,OK
4300,Legumbre,2022-11-12,4.8567,64.4622,89.9097,19.915,OK
4595,Cereal,2021-10-20,6.0801,78.6417,72.7732,28.3979,OK
3263,Fruta,2022-01-27,0.6947,50.128,70.2501,1.534,KO
3989,Cereal,2021-03-16,9.2296,81.061,87.947,32.7151,KO
4515,Cereal,2022-06-05,4.1474,65.731,42.3153,18.8375,OK
4006,Vegetal,2021-02-21,0.5768,46.0162,54.8867,2.3371,KO
1859,Cereal,2021-08-17,7.2557,71.022,80.7359,16.2568,OK
5238,Vegetal,2021-07-27,4.0681,66.0821,34.8661,16.7491,OK
2320,Cereal,2021-11-23,2.5658,47.7318,67.9612,6.7596,KO
2557,Legumbre,2022-07-23,2.8513,58.1023,62.5974,7.9878,KO
1711,Fruta,2021-09-20,4.5672,66.3849,58.9816,21.1617,OK
2550,Cereal,2022-02-02,,,62.8853,39.1765,OK
3987,Legumbre,2021-08-19,2.7573,56.2548,50.0042,6.2573,KO
2873,Fruta,2022-01-22,2.3256,66.3047,79.7847,10.4246,OK
3472,Cereal,2021-11-23,2.9359,65.1609,46.6049,6.4106,OK
4486,Cereal,2021-08-17,8.2226,82.3437,64.2291,29.4804,KO
5965,Cereal,2021-06-05,5.6704,66.4921,85.326,27.4375,OK
3355,Fruta,2022-09-04,6.6703,72.8938,41.8379,25.849,OK
4165,Vegetal,2022-05-16,7.6485,75.69,72.0373,29.4347,OK
13,Cereal,2021-04-23,8.7855,76.2228,37.3219,34.8118,KO
2807,Fruta,2021-03-09,3.5122,63.2675,47.0698,12.5148,OK
5373,Legumbre,2021-06-13,5.199,61.8737,60.8931,21.0574,OK
2721,Vegetal,2021-12-07,3.394,62.8213,72.5013,8.3316,OK
1251,Cereal,2021-11-09,3.1454,56.9258,30.3905,8.0477,KO
5888,Cereal,2021-11-28,1.4407,60.1258,32.5756,4.8976,KO
4088,Fruta,2022-06-26,6.3437,66.9818,74.3003,20.3153,OK
4264,Fruta,2021-09-24,4.2283,61.5206,76.8995,12.6529,OK
4724,Legumbre,2021-04-23,2.1796,56.4809,37.4013,6.0658,KO
5379,Cereal,2022-08-20,5.9325,70.6005,73.6152,19.027,OK
5962,Cereal,2021-10-07,3.3416,51.5214,58.21,9.5876,KO
2867,Legumbre,2022-10-09,2.8111,60.9934,85.9818,12.6202,OK
3984,Vegetal,2021-03-23,5.9061,65.4467,44.1776,13.3973,OK
5436,Legumbre,2022-04-24,2.0661,59.7177,78.672,4.7651,KO
3707,Fruta,2021-07-08,2.0236,55.7354,74.107,6.703,KO
2283,Legumbre,2021-09-30,2.0219,63.1767,81.3412,9.2453,OK
2035,Fruta,2022-12-27,1.0289,60.0593,35.5071,3.884,KO
5860,Vegetal,2021-10-21,5.9854,76.1434,51.344,17.7879,OK
7,Fruta,2022-08-18,5.1616,58.0315,33.017,14.6269,KO
3411,Legumbre,2021-01-27,6.8288,70.5004,43.7543,19.9175,OK
3100,Cereal,2021-10-27,2.8844,56.7582,77.6217,8.6789,KO
1705,Cereal,2022-07-31,3.9538,67.37,65.1629,9.9769,OK
563,Cereal,2022-11-21,5.9831,62.5475,31.9773,19.4234,OK
542,Vegetal,2022-08-09,6.9049,69.8503,79.5203,27.3755,OK
3693,Fruta,2021-10-08,7.0613,72.4955,54.0441,25.3446,OK
5474,Legumbre,2021-10-26,4.1101,62.9158,43.2222,19.5608,OK
4889,Cereal,2021-04-06,4.685,63.4902,62.2687,11.4223,OK
404,Fruta,2022-08-21,3.4692,62.2693,81.8513,8.6679,OK
3330,Legumbre,2021-04-19,8.7418,73.2932,52.6923,42.7826,KO
3159,Legumbre,2021-09-12,7.8093,75.8245,57.7527,21.2232,OK
4560,Vegetal,2022-07-10,9.4704,80.7298,35.464,32.8965,KO
982,Legumbre,2021-08-15,3.2998,54.3664,68.1784,13.9067,KO
3134,Fruta,2022-10-17,3.6693,55.5582,85.8454,12.7992,KO
3105,Vegetal,2022-06-05,1.2375,57.0118,57.3245,3.3726,KO
4328,Legumbre,2022-07-05,2.8982,62.9166,89.3252,8.7746,OK
702,Legumbre,2021-10-23,3.5833,53.2259,80.9647,14.1747,KO
2344,Fruta,2022-04-29,7.9722,76.064,58.1639,25.4779,OK
2558,Cereal,2022-04-27,1.2567,50.0576,46.7963,4.8542,KO
436,Legumbre,2021-03-23,8.8864,79.0226,44.4445,26.3476,KO
1133,Vegetal,2022-03-14,4.5723,61.1954,87.3267,22.7708,OK
5459,Legumbre,2022-08-07,5.2999,75.5449,70.608,18.8116,OK
1545,Legumbre,2022-02-12,7.4737,69.0774,68.7853,29.2293,OK
2872,Vegetal,2021-07-11,9.9086,67.6048,80.0394,22.9838,KO
5440,Legumbre,2021-10-20,7.2896,70.7376,39.0072,35.702,OK
2854,Vegetal,2021-05-03,4.9248,62.2739,83.4706,15.441,OK
1065,Vegetal,2022-03-10,0.83,53.9681,70.8677,3.5774,KO
5014,Fruta,2021-03-16,5.4541,55.8654,64.4317,27.1011,KO
5467,Vegetal,2021-11-21,1.5212,52.8681,75.2896,3.2819,KO
1412,Vegetal,2021-05-26,3.6284,67.3246,39.823,16.9236,OK
318,Fruta,2022-08-20,5.7181,63.6888,66.2406,12.7784,OK
383,Legumbre,2021-11-10,7.341,79.5083,33.0571,25.9136,OK
4643,Fruta,2021-11-20,4.6296,65.6936,32.0251,19.532,OK
331,Fruta,2022-02-20,3.0863,54.9629,75.3397,11.853,KO
3325,Cereal,2022-10-01,1.7023,53.7761,30.0121,8.0119,KO
5835,Fruta,2022-11-03,3.5708,56.609,40.4024,9.1001,KO
99,Vegetal,2022-01-02,3.816,55.7129,70.6539,11.4696,KO
4795,Fruta,2022-09-18,4.3559,56.5476,44.6672,21.603,KO
2315,Cereal,2021-11-24,8.3139,73.7112,70.1658,33.4014,KO
1400,Fruta,2022-04-06,4.3258,58.3519,48.4588,10.9086,KO
5165,Cereal,2021-11-12,1.2393,54.7983,40.7882,4.949,KO
803,Fruta,2021-08-14,3.7808,65.8999,67.4518,10.6819,OK
5295,Legumbre,2021-06-16,,,38.3557,30.1978,OK
3698,Fruta,2021-02-20,5.1989,70.2448,86.4364,11.2875,OK
2813,Fruta,2022-07-15,6.1802,75.3807,83.1099,27.4221,OK
3211,Fruta,2022-01-04,8.7174,74.1231,33.9222,41.7649,KO
2506,Cereal,2021-07-12,5.2705,64.8652,66.1366,24.7161,OK
2942,Cereal,2021-11-02,3.2358,62.9301,56.491,9.6501,OK
5057,Cereal,2022-04-26,3.5653,52.1519,61.7735,8.467,KO
5207,Cereal,2022-05-29,2.2753,65.2533,65.0793,5.2371,OK
3386,Vegetal,2021-07-28,5.033,58.4077,81.2531,18.769,KO
1245,Cereal,2022-07-11,,,60.2129,7.8793,OK
5918,Vegetal,2021-12-17,2.3661,60.4627,51.2851,9.1075,OK
1013,Vegetal,2021-08-16,9.3022,81.0712,78.4787,42.5877,KO
3430,Vegetal,2022-08-17,5.1429,65.2226,51.2384,23.8707,OK
3799,Fruta,2022-07-08,5.4195,62.6786,83.3676,14.1066,OK
562,Cereal,2021-04-30,1.269,57.7645,53.6525,2.9323,KO
3787,Cereal,2022-05-20,9.1079,75.6072,39.1619,40.2442,KO
5442,Legumbre,2021-12-22,9.7819,79.4555,63.9172,44.2478,KO
62,Cereal,2021-11-18,3.5949,55.5012,77.3489,17.2086,KO
4881,Fruta,2021-08-14,0.8076,52.5438,31.5472,2.0053,KO
4875,Legumbre,2022-06-02,5.0288,64.6636,48.3999,20.308,OK
3160,Cereal,2022-03-05,1.9887,61.8429,56.0766,7.8937,KO
3556,Legumbre,2021-03-25,7.6485,69.9846,74.9957,21.1275,OK
3740,Legumbre,2021-05-29,5.067,68.7557,74.7193,14.7412,OK
3682,Legumbre,2021-06-13,4.6405,73.8173,77.5905,19.8489,OK
3589,Fruta,2022-06-16,9.0261,80.2988,46.3543,34.5499,KO
2843,Fruta,2022-11-05,0.6099,57.4885,45.9752,2.7777,KO
392,Cereal,2021-07-26,9.468,74.7429,31.0024,26.4766,KO
299,Fruta,2021-03-17,8.7373,75.8587,30.7258,21.0958,KO
3427,Vegetal,2021-09-12,3.382,64.407,46.9952,10.3426,OK
4893,Legumbre,2022-11-27,7.8391,68.8713,71.3565,33.2623,OK
1244,Cereal,2022-05-02,5.6578,69.7018,57.5071,17.7827,OK
2571,Vegetal,2021-03-06,5.03,67.1262,56.9216,15.2727,OK
3246,Vegetal,2022-08-03,3.019,66.9478,65.2825,12.5148,OK
3671,Legumbre,2022-06-07,4.9859,67.3287,70.6668,15.1826,OK
2486,Cereal,2022-11-25,9.6423,75.7719,38.5293,31.4889,KO
3929,Fruta,2022-08-25,9.0707,77.0196,85.869,37.7226,KO
3399,Legumbre,2022-10-22,6.9614,70.0395,87.1849,17.8815,OK
3469,Cereal,2021-05-02,1.1627,52.0397,79.0006,3.1807,KO
4751,Cereal,2021-08-06,1.9855,46.2084,85.2938,6.0965,KO
4109,Legumbre,2022-12-01,9.8829,80.3241,30.1364,29.0201,KO
629,Cereal,2022-10-27,4.6502,50.316,61.3841,17.025,KO
4638,Cereal,2021-12-02,6.5233,67.9605,40.235,29.1971,OK
5357,Vegetal,2021-08-24,6.5324,73.7982,46.5917,13.2835,OK
490,Fruta,2021-09-22,7.3304,67.4412,39.3915,33.0635,OK
146,Cereal,2022-10-19,1.7178,54.6741,57.4724,5.8635,KO
4401,Vegetal,2022-02-28,9.2654,73.6676,88.7101,18.9049,KO
4695,Vegetal,2021-11-06,8.0591,80.1828,89.5779,26.8036,KO
4659,Cereal,2022-01-14,8.0327,71.0224,70.8622,25.9882,KO
3191,Vegetal,2022-01-02,2.8369,54.4305,55.6665,9.9711,KO
174,Legumbre,2022-03-12,4.5141,72.4291,88.9916,12.1849,OK
1051,Vegetal,2021-07-14,8.0131,75.795,60.7671,34.6048,KO
5463,Cereal,2021-02-22,8.8223,79.8109,49.5023,34.7106,KO
2435,Vegetal,2022-10-22,9.1774,78.7501,33.1703,27.5312,KO
857,Cereal,2022-10-05,3.9044,66.2122,75.5213,12.9365,OK
5755,Legumbre,2021-12-22,4.7155,67.3103,68.0735,21.8451,OK
2675,Cereal,2022-12-22,2.1326,58.2025,31.1496,7.1748,KO
1873,Cereal,2021-06-21,5.388,74.4856,30.9444,24.1699,OK
3445,Vegetal,2021-10-06,5.5211,69.9695,71.9645,21.473,OK
425,Legumbre,2021-07-13,3.7992,61.34,76.3213,11.292,OK
5839,Vegetal,2022-02-07,7.4004,67.8543,49.8845,19.4487,OK
617,Fruta,2021-05-18,6.0731,67.8365,76.4413,29.4579,OK
5393,Vegetal,2022-11-10,4.2133,58.4542,76.4099,19.7797,KO
1920,Fruta,2022-03-19,5.7308,70.2227,50.7269,28.205,OK
5088,Cereal,2021-02-25,7.9116,72.8797,54.5138,35.601,OK
2325,Cereal,2021-11-08,3.2038,56.6719,77.1462,14.2175,KO
1866,Vegetal,2022-06-25,2.1912,57.1136,40.6341,7.7908,KO
2214,Cereal,2021-06-13,,,44.3047,2.5073,OK
5997,Cereal,2021-09-28,3.5068,56.9027,45.6731,15.7844,KO
2425,Cereal,2022-03-18,4.1771,63.2055,50.5134,14.7349,OK
3409,Vegetal,2021-04-13,0.7296,55.5013,87.5798,2.2861,KO
2686,Fruta,2021-09-28,7.2843,69.7957,57.5349,16.3642,OK
686,Vegetal,2022-06-16,5.1945,61.1589,62.2524,25.1117,OK
685,Fruta,2021-04-28,5.8599,73.9527,53.6427,28.0055,OK
1955,Cereal,2022-09-06,6.5881,69.6456,33.8153,31.6635,OK
3701,Cereal,2022-05-07,,,78.5678,29.0314,OK
4480,Vegetal,2022-05-19,3.9607,55.8173,75.3846,10.6626,KO
3863,Cereal,2021-03-16,,,83.2136,14.5612,OK
3755,Legumbre,2021-07-19,,,67.7906,3.1749,OK
4708,Cereal,2022-07-15,7.4397,60.8687,41.6773,19.9196,OK
4977,Cereal,2021-10-20,4.5341,70.314,32.7644,20.0982,OK
2014,Legumbre,2021-03-07,0.5358,51.0264,57.5391,1.4482,KO
1909,Vegetal,2022-03-09,4.6116,68.1944,32.7589,18.7993,OK
4356,Cereal,2021-08-15,5.4836,64.5839,56.2781,25.1841,OK
4781,Cereal,2021-08-21,6.8038,68.0202,46.5442,23.4897,OK
4012,Cereal,2022-07-11,2.2157,56.7437,42.3117,6.6569,KO
3739,Cereal,2021-11-07,8.6539,75.0648,88.1752,26.4591,KO
4360,Cereal,2021-03-20,3.5104,57.6655,82.4177,8.9897,KO
3918,Legumbre,2022-04-09,,,88.8292,19.7349,OK
771,Fruta,2021-08-11,2.7231,63.0946,51.3703,11.0875,OK
5349,Legumbre,2022-03-17,4.9652,62.0226,52.946,17.316,OK
3610,Legumbre,2021-02-21,5.6241,61.5757,54.1271,25.3957,OK
2472,Vegetal,2021-04-15,5.3933,61.8791,82.0874,14.9655,OK
3544,Vegetal,2021-06-20,7.6452,77.3004,81.9306,27.1997,OK
3337,Vegetal,2022-08-22,3.69,65.4967,50.7429,8.6565,OK
5271,Fruta,2022-09-26,4.8124,65.1289,76.7541,23.8715,OK
5237,Cereal,2022-04-06,3.9962,71.9868,58.7858,12.1396,OK
5986,Cereal,2021-04-09,3.6923,67.5771,87.8454,10.3031,OK
1979,Cereal,2022-03-03,9.3792,78.5769,50.238,30.146,KO
4746,Cereal,2022-03-22,,,85.2422,12.5624,OK
495,Fruta,2022-12-28,6.0328,64.0362,38.7098,17.2313,OK
759,Fruta,2021-03-01,9.9975,81.8287,32.0911,43.0387,KO
4429,Cereal,2022-06-27,4.9087,63.7941,86.9782,18.6098,OK
625,Fruta,2022-11-14,5.789,61.0738,35.1608,22.1745,OK
4713,Vegetal,2021-08-07,7.3577,72.2066,66.0086,35.6093,OK
2715,Vegetal,2021-09-30,4.9796,64.423,81.9701,10.8497,OK
1087,Fruta,2021-05-23,1.7119,59.1231,47.3747,7.4388,KO
1602,Cereal,2022-07-10,5.1804,67.7882,58.9735,16.208,OK
3362,Vegetal,2022-07-05,0.5839,41.0845,58.9716,2.125,KO
439,Cereal,2021-12-01,1.7231,51.4345,57.957,4.8692,KO
3077,Vegetal,2022-07-31,6.0505,70.6749,88.3079,14.5421,OK
138,Fruta,2022-02-24,9.2589,80.4802,38.0411,37.5147,KO
2696,Vegetal,2021-06-25,8.0436,67.684,62.4491,32.8656,KO
3390,Vegetal,2021-09-09,8.8394,83.6133,39.3534,19.0069,KO
4569,Legumbre,2021-04-26,8.9838,71.8801,87.5156,41.043,KO
5337,Vegetal,2022-07-24,2.3371,54.5148,53.8676,7.65,KO
5296,Legumbre,2022-12-14,9.2079,68.6493,32.6252,30.0487,KO
2934,Fruta,2021-01-08,4.6812,56.3644,63.6126,10.5493,KO
4785,Fruta,2022-01-10,4.3144,56.7177,54.2895,21.0186,KO
1477,Cereal,2022-08-30,5.2472,76.2747,76.0303,10.6784,OK
4797,Legumbre,2022-10-17,9.6903,79.6423,77.9389,46.5857,KO
5843,Fruta,2021-07-06,9.7706,82.0705,34.8647,39.2663,KO
364,Vegetal,2022-05-14,3.8211,60.5816,40.5161,9.1891,OK
4316,Cereal,2021-03-10,2.154,53.4123,43.156,5.6129,KO
3732,Legumbre,2021-09-14,0.8042,57.9083,78.5167,3.6159,KO
3722,Cereal,2021-12-12,9.7243,87.3101,70.833,32.5226,KO
5413,Vegetal,2022-08-15,1.4547,57.7995,48.5164,4.3623,KO
1853,Vegetal,2021-01-19,1.5601,51.476,47.9552,4.8483,KO
4914,Fruta,2021-11-27,7.2174,65.8841,55.2045,31.9158,OK
4789,Legumbre,2022-03-04,4.412,60.7857,60.3938,17.454,OK
5891,Vegetal,2021-04-02,3.1066,50.3062,55.515,14.7027,KO
5476,Cereal,2021-06-27,6.7682,71.914,86.0141,22.5266,OK
1929,Legumbre,2022-06-02,7.048,74.1542,63.4883,15.3657,OK
330,Legumbre,2021-08-23,4.5613,66.8888,76.5064,22.1977,OK
1488,Fruta,2021-04-18,6.661,68.2983,89.9711,16.1447,OK
2412,Cereal,2021-04-04,4.9417,71.2679,85.3331,10.3872,OK
1069,Fruta,2021-03-28,5.0612,63.5131,64.1392,12.0491,OK
4147,Fruta,2022-03-22,1.5966,56.6319,86.9811,6.161,KO
287,Fruta,2021-05-17,8.8383,84.2068,37.3721,18.6549,KO
283,Vegetal,2021-12-28,7.392,67.8154,82.2504,21.7766,OK
5934,Legumbre,2022-08-13,0.7582,51.2765,74.7843,2.946,KO
4900,Cereal,2021-11-10,0.973,56.6109,86.5564,4.5593,KO
2521,Fruta,2022-02-15,8.0336,81.7413,63.6444,22.2751,KO
838,Fruta,2022-01-25,3.056,54.1134,51.4546,10.5224,KO
2791,Vegetal,2021-05-28,1.2566,62.1079,42.7865,3.9584,KO
1134,Cereal,2022-08-29,1.7038,54.5855,30.0741,8.4149,KO
5116,Vegetal,2022-01-12,4.889,71.4882,83.186,12.7436,OK
498,Legumbre,2022-04-30,8.5255,75.578,67.733,28.5963,KO
596,Legumbre,2022-11-30,2.4324,57.6548,31.1167,9.4197,KO
2573,Fruta,2022-08-09,3.0779,50.3664,60.9674,9.7,KO
5214,Vegetal,2021-03-06,4.2278,58.3447,65.2761,20.8971,KO
2992,Vegetal,2021-10-16,0.7057,46.9181,64.3373,2.5134,KO
5339,Legumbre,2021-07-20,8.5693,74.5209,48.8902,32.3566,KO
4,Cereal,2022-01-10,1.286,50.7784,58.5819,6.2464,KO
429,Fruta,2022-12-17,4.358,55.8593,66.313,11.5612,KO
5612,Vegetal,2021-03-18,6.3092,70.4437,67.2332,24.3554,OK
2037,Vegetal,2022-03-16,1.9636,63.4807,57.1061,7.512,KO
1985,Vegetal,2022-10-20,6.8835,76.3725,88.1115,25.7508,OK
1945,Fruta,2021-05-16,2.1176,55.5618,78.004,10.2812,KO
5693,Vegetal,2021-05-11,,,72.8077,13.0034,OK
1103,Legumbre,2022-07-06,5.3802,60.6634,51.8987,13.1026,OK
3010,Fruta,2021-06-26,5.0419,67.4855,63.4032,19.0367,OK
2946,Vegetal,2021-08-04,1.176,53.8775,67.0367,4.0961,KO
4618,Fruta,2022-04-16,,,82.873,18.5485,OK
1025,Legumbre,2022-04-05,,,78.4247,8.1627,OK
5886,Cereal,2021-04-11,8.3241,73.2157,36.1552,31.4913,KO
3405,Fruta,2022-06-06,3.5896,57.5992,73.5418,10.4446,KO
3737,Fruta,2022-06-09,1.0328,53.6372,44.9458,2.8766,KO
1204,Vegetal,2022-01-19,8.5397,75.3025,38.5466,29.4862,KO
5168,Vegetal,2022-12-17,8.2097,68.423,32.9302,29.0087,KO
669,Fruta,2022-09-08,9.8522,74.9721,65.7824,30.0164,KO
1207,Fruta,2021-01-19,8.5824,75.0763,37.0234,23.5932,KO
3352,Vegetal,2021-09-15,5.6641,82.914,84.9525,15.953,OK
1843,Legumbre,2022-01-18,4.5825,59.7007,30.9844,14.9955,KO
183,Vegetal,2021-11-10,7.8905,71.0391,89.6282,26.3802,OK
3990,Legumbre,2021-09-27,7.0142,67.9001,34.4429,27.2566,OK
4722,Fruta,2021-01-09,7.0194,76.9535,70.8885,21.0277,OK
2281,Vegetal,2022-08-18,7.0433,71.6093,79.7039,26.6966,OK
5013,Legumbre,2021-11-09,6.4027,71.2062,59.8389,31.5172,OK
232,Legumbre,2022-06-14,2.5532,58.6248,50.7201,9.6796,KO
2111,Legumbre,2021-12-09,3.0527,56.6303,50.665,13.0297,KO
1833,Legumbre,2021-04-18,2.8202,59.2489,88.1488,13.624,KO
1356,Legumbre,2021-09-19,9.9319,76.2158,76.39,24.9077,KO
5078,Legumbre,2022-10-23,8.2477,78.9727,88.092,23.9714,KO
280,Vegetal,2022-07-02,0.5761,52.2106,50.3754,2.8047,KO
4018,Fruta,2022-08-02,0.9987,53.8456,68.5333,2.4678,KO
5482,Fruta,2022-07-08,1.7165,57.2514,41.6871,5.0939,KO
5308,Cereal,2021-07-30,4.9481,53.8655,45.5489,10.0402,KO
1408,Fruta,2022-10-22,1.2554,53.7994,41.8431,5.2062,KO
2743,Cereal,2021-04-17,1.2575,46.6431,73.6483,2.602,KO
1957,Vegetal,2022-03-01,6.7331,64.5344,88.7964,15.0826,OK
2318,Fruta,2022-12-27,6.6019,72.1379,35.6418,15.3394,OK
5287,Legumbre,2021-06-17,5.9183,60.5828,40.3841,24.3309,OK
2515,Fruta,2022-03-11,1.8946,50.4564,43.4215,5.7121,KO
4645,Legumbre,2021-10-11,5.5041,71.1865,39.9729,15.3426,OK
570,Cereal,2022-03-31,6.6563,71.6234,30.8137,26.2157,OK
5293,Legumbre,2022-12-17,7.1472,69.3454,48.6954,26.7667,OK
1217,Vegetal,2021-02-13,8.9334,69.7878,59.2486,43.3841,KO
2619,Cereal,2022-12-05,5.2663,76.8393,68.8063,22.2537,OK
4535,Fruta,2022-02-03,9.0896,74.3961,40.2563,36.1626,KO
2384,Vegetal,2021-12-27,0.6349,47.8345,53.702,1.7812,KO
5541,Fruta,2021-09-27,0.5535,53.2483,72.7598,2.187,KO
1694,Cereal,2022-03-15,8.5635,70.9728,38.1795,36.5986,KO
4819,Fruta,2022-01-06,9.1446,78.0383,63.4924,25.2135,KO
1342,Legumbre,2022-11-16,8.2611,75.3964,83.8535,32.1229,KO
26,Vegetal,2021-02-28,2.9242,55.2667,45.871,13.7038,KO
4152,Vegetal,2022-06-22,2.26,54.4143,52.4277,8.1483,KO
1192,Cereal,2021-01-05,7.7837,73.2302,67.8375,30.0305,OK
143,Legumbre,2021-09-19,8.3821,72.0877,52.9942,36.3498,KO
2856,Fruta,2022-01-08,1.8007,56.4491,82.7544,8.3116,KO
5991,Vegetal,2021-09-14,4.5951,61.2887,34.4688,12.6716,OK
1172,Cereal,2022-03-05,5.0226,67.414,43.5917,10.9446,OK
273,Legumbre,2021-11-15,3.4305,56.3266,89.536,7.7404,KO
837,Cereal,2021-08-17,7.8834,72.7298,71.7029,23.1023,OK
340,Legumbre,2021-01-11,8.3923,69.1092,87.7051,39.1518,KO
4767,Cereal,2022-07-24,5.6919,62.2121,74.6141,20.6561,OK
5395,Legumbre,2021-03-06,6.4428,73.1346,82.7313,21.6428,OK
5007,Fruta,2022-11-02,8.6872,74.5738,63.9712,37.8952,KO
3468,Vegetal,2021-04-18,2.9609,61.7264,43.1713,10.3133,OK
3796,Vegetal,2022-12-28,,,38.512,19.0881,OK
