Identificador,TipoComponente,FechaProduccion,Presion,Temperatura,Desempeno,Peso,Target
2136,Nuevo_1,2018-10-21,1.0989,119.1694,43.8617,806.3182,OK
2853,Avionica,2022-10-13,1.2393,-24.7352,45.4263,811.6916,Nuevo_4
1307,Alas,2022-01-08,1.1395,-11.4145,32.7263,612.9083,KO
2650,Nuevo_3,2018-12-16,1.4767,12.2787,63.5361,577.1147,OK
1990,Fuselaje,2021-03-08,1.1702,29.8781,45.6068,965.3049,OK
3377,Nuevo_2,2020-10-02,4.3835,-19.6835,87.6431,319.2639,Nuevo_1
2049,Avionica,2018-11-13,3.9016,101.9027,70.4012,421.4277,KO
490,Motor,2019-02-13,2.1032,-14.166,57.8579,195.4889,OK
4528,Motor,2018-06-15,14.748405595733203,96.1403,55.8057,441.8255,KO
2856,Nuevo_2,2022-10-26,3.2244,-39.2134,65.9711,577.3565,KO
6002,Alas,2022-03-05,1.4928,,46.3643,934.8094,Nuevo_5
5870,Fuselaje,2020-04-23,2.0048,2.2143,58.0969,635.5104,KO
5272,Fuselaje,2022-01-11,3.9539,95.7715,78.0239,296.6553,OK
4972,,2022-05-22,3.2324,32.4707,61.7408,644.8933,OK
2386,Avionica,2021-06-17,4.9994,116.6842,86.3039,531.7664,KO
506,Avionica,2018-12-06,1.8605,128.6278,35.8238,329.3932,OK
2746,Fuselaje,2022-02-01,4.0933,52.6235,69.9821,750.571,KO
3175,Fuselaje,2022-09-16,2.9216,98.3837,62.1551,467.7789,KO
3114,Alas,2022-11-27,1.0322,-25.1128,52.228,415.8425,KO
1362,Fuselaje,2021-01-28,1.0176,,22.4167,427.2341,OK
260,Alas,2019-12-15,4.9032,-31.2072,82.1448,721.3727,Nuevo_4
3520,Nuevo_2,2022-11-06,1.1041,108.2293,45.2259,567.1172,OK
5176,Nuevo_1,2021-02-24,3.1278,-32.7241,75.0696,445.486,OK
4822,Motor,2018-12-06,,,53.7697,487.8124,OK
6004,Fuselaje,2018-04-02,1.7511,97.8579,61.9643,492.4893,Nuevo_4
5186,Motor,2019-07-20,3.9149,104.3151,76.843,565.4094,KO
6328,Alas,2021-11-03,1.7891,-0.3581,35.7594,561.9314,Nuevo_2
5219,,2022-04-18,4.6526,45.0671,,114.6286,Nuevo_2
5416,,2020-02-02,5.592825653630165,76.6703,55.9947,978.2913,OK
3012,Avionica,2021-06-05,1.3676,-21.1719,48.6468,850.2913,Nuevo_4
7114,Avionica,2019-03-10,3.7414,-13.16,56.4787,956.304,KO
5779,Fuselaje,2020-05-25,1.0683,127.1776,44.8596,791.4122,OK
331,Avionica,2021-04-24,6.368248645827202,120.0302,38.0078,459.4328,OK
158,Avionica,2018-05-18,1.1279,102.4372,38.3816,779.9222,KO
6885,Avionica,2018-11-19,3.2791,4.0884,64.467,318.0094,Nuevo_2
6512,Avionica,2021-06-24,4.3174,145.0212,85.0483,732.3076,Nuevo_4
973,Motor,2018-01-23,2.3113,,67.0715,723.599,OK
7201,,2018-07-21,4.609,76.302,81.4518,271.7073,KO
3454,Nuevo_5,2020-04-22,2.5273,-40.753,57.6449,640.3811,KO
2531,Fuselaje,2021-10-06,3.0498,-16.9342,69.0613,677.9299,OK
7214,Fuselaje,2019-06-20,2.8713,-1.3697,56.5153,680.8721,OK
3227,Avionica,2022-01-15,3.8059,43.5454,45.5133,208.1377,Nuevo_4
2176,Alas,2022-08-13,2.6496,25.7747,60.0217,505.8025,KO
398,Alas,2022-11-09,3.7183,32.9701,74.6407,980.4402,KO
545,Alas,2018-12-23,4.3628,80.0254,75.8972,781.2549,Nuevo_3
3294,Nuevo_4,2019-09-20,1.2656,111.8475,38.5819,858.4778,KO
5202,Fuselaje,2018-10-29,1.4819,-36.5682,43.9091,433.2824,Nuevo_3
2579,Avionica,2019-09-28,4.6355,98.2488,77.1043,616.8201,OK
7102,Avionica,2022-04-25,3.6749,144.9259,75.689,529.5191,OK
1378,Fuselaje,2021-12-14,3.3837,122.051,77.5403,773.9008,KO
7036,Nuevo_3,2019-08-03,1.7489,30.0472,36.1003,594.5292,KO
3490,Motor,2019-12-31,2.6997,-39.5391,73.2717,436.2327,KO
965,Alas,2018-02-16,4.0017,47.7711,87.0736,154.4223,OK
3754,Fuselaje,2020-01-03,3.8193,65.4864,54.477,857.3108,OK
1514,Motor,2022-03-16,,,62.7028,706.3935,KO
3099,Fuselaje,2019-05-10,1.0813,-34.6265,52.3184,609.84,Nuevo_4
4189,Alas,2021-07-31,4.434,21.7271,68.7014,833.4767,Nuevo_4
5257,Fuselaje,2019-03-01,1.1135,30.4443,41.1175,584.8701,KO
4806,Fuselaje,2022-09-10,1.1472,-7.1455,30.0049,972.2595,Nuevo_3
1800,Motor,2020-04-06,3.4245,37.7226,,248.0482,Nuevo_5
2166,Fuselaje,2022-11-11,4.8148,91.3207,74.7733,402.8233,KO
2193,Fuselaje,2018-03-21,2.4837,-32.9551,41.1449,793.5795,KO
746,Motor,2018-01-19,2.7074,-35.8411,78.2475,941.2045,Nuevo_4
4139,Nuevo_5,2022-11-16,4.967,42.8518,82.1826,490.4931,KO
4805,Nuevo_1,2022-06-05,1.7542,5.0026,55.4718,572.4031,KO
4818,Motor,2020-08-07,3.7298,106.9571,57.4635,524.4888,OK
828,Avionica,2020-12-30,1.4864,149.6008,50.0032,541.4738,OK
7427,Avionica,2022-04-13,4.3849,89.3895,70.4592,468.0554,OK
3239,,2018-02-18,4.8814,94.8365,88.634,678.6638,Nuevo_4
3525,Fuselaje,2019-01-09,4.6119,,79.6532,924.5168,OK
5966,Avionica,2020-09-09,2.2663,-2.4977,37.0469,764.1371,Nuevo_3
3666,Nuevo_3,2019-03-25,2.1791,-9.0025,44.5591,521.9196,Nuevo_5
6646,Fuselaje,2019-02-09,4.858,-44.462,92.7896,426.9956,KO
3994,Motor,2020-06-06,4.1242,95.3118,95.1655,916.1793,KO
5483,Nuevo_5,2019-03-22,2.7828,-40.1803,55.4339,254.9539,KO
3947,,2022-09-30,4.7635,-44.6168,80.2977,761.1724,KO
6927,Avionica,2018-10-23,1.8274,149.6137,43.4193,724.5892,KO
7343,Fuselaje,2021-04-10,3.3842,,69.845,267.0133,KO
379,Fuselaje,2022-01-18,4.4061,136.6996,77.3659,178.8634,Nuevo_1
878,Fuselaje,2019-11-27,3.5388,92.1345,68.8445,961.3662,KO
3469,Fuselaje,2019-04-05,2.2738,0.4684,44.0547,199.4141,Nuevo_5
2421,Motor,2018-11-13,3.016,-1.8483,62.1176,943.7598,KO
1905,Motor,2021-01-22,1.2393,-47.969,33.7813,563.2513,KO
5513,Nuevo_1,2019-01-30,4.1463,54.377,85.7711,945.4686,Nuevo_3
6861,Avionica,2021-08-08,3.3773,-20.0316,86.2172,174.4459,KO
4181,Alas,2021-07-02,2.7313,-34.2433,57.1773,348.2053,Nuevo_4
2507,Fuselaje,2020-01-30,2.4613,,43.1012,686.3217,KO
2316,Alas,2018-04-03,4.5937,107.5328,66.8917,165.908,KO
3105,Avionica,2018-09-10,2.9214,101.0629,63.0805,868.1037,OK
3291,,2022-10-31,4.1242,-42.7845,64.3853,706.4677,Nuevo_2
2425,Fuselaje,2021-09-19,1.6287,76.707,45.4598,654.7253,OK
6704,Alas,2018-01-13,1.4582,64.3982,47.473,755.3981,Nuevo_2
1181,Fuselaje,2022-11-28,2.6588,148.2466,37.493,715.9178,Nuevo_2
6339,Fuselaje,2018-11-23,4.9678,59.5344,81.0195,982.0681,Nuevo_1
1772,Motor,2021-01-07,2.8565,137.8499,67.0189,112.7361,Nuevo_4
6000,Alas,2020-09-20,3.385,110.2766,57.1826,598.7023,Nuevo_1
4361,Avionica,2020-12-27,3.8725,65.7466,49.3802,132.3793,Nuevo_5
2152,Fuselaje,2021-05-20,2.9837,118.2927,74.7468,652.9641,Nuevo_4
2071,Alas,2022-05-14,4.9189,,84.451,376.5117,Nuevo_2
3644,Motor,2021-02-26,3.6994,1.0581,,593.1893,Nuevo_1
4905,Motor,2022-02-06,3.7987,4.4324,81.2176,996.5377,KO
848,Avionica,2020-02-09,3.457,94.4016,66.1223,742.8978,KO
6643,Motor,2021-04-16,2.9723,,40.7528,242.568,OK
5099,Alas,2020-10-16,2.2838,97.1221,39.5616,933.2501,OK
1241,Avionica,2019-09-15,2.1243,-4.2618,68.137,891.522,KO
4058,Motor,2018-12-06,4.5232,125.4807,71.798,507.8452,OK
5658,,2019-01-14,,,66.4341,949.8965,Nuevo_2
4001,Alas,2018-02-06,2.2947,12.5018,57.3381,484.5909,OK
6217,Fuselaje,2018-03-14,1.2183,18.0144,33.2152,685.406,KO
4692,Alas,2020-01-26,1.314,138.0155,48.665,987.0945,OK
1901,Fuselaje,2020-10-02,3.4117,109.1787,56.707,854.0728,OK
5337,Motor,2021-04-29,2.9361,105.2803,56.9433,624.2443,Nuevo_4
2077,Avionica,2019-11-10,2.7038,29.0718,49.3692,179.4742,KO
7162,Alas,2022-09-01,2.3019,46.839,56.836,417.6812,OK
2872,Fuselaje,2020-05-30,3.6647,-20.9069,70.2543,433.979,OK
830,Fuselaje,2019-01-01,4.5664,,86.8755,477.7227,OK
667,Alas,2019-08-19,3.3882,90.0167,67.9522,353.1721,OK
1396,Alas,2019-07-15,2.9436,58.4386,60.0998,370.0616,OK
4409,Nuevo_3,2018-08-29,3.317,58.0006,63.3193,761.2899,OK
530,Avionica,2019-03-12,2.0001,108.5827,,558.391,KO
1855,Motor,2018-03-31,1.0139,57.9423,41.8158,318.2531,Nuevo_4
799,Avionica,2021-03-19,4.764,42.1813,,547.7642,KO
1764,Nuevo_3,2022-08-11,4.9327,-5.1546,78.1824,506.4542,KO
5299,Avionica,2019-12-16,2.7992,37.105,56.532,154.2117,Nuevo_1
2031,Fuselaje,2018-03-30,1.3187,49.9988,24.5782,101.4961,OK
3763,Avionica,2021-03-14,1.8195,95.3243,50.3936,490.8193,OK
4315,Nuevo_1,2022-08-29,1.5544,,50.0997,474.0469,KO
1867,Avionica,2022-05-14,2.5563,143.904,48.1578,196.4782,KO
6617,Alas,2021-12-11,2.0929,,58.1072,483.2149,OK
1687,Alas,2019-11-10,2.426,22.4799,59.3991,301.4581,KO
682,Alas,2020-08-02,4.6624,-6.2413,85.5585,948.7314,OK
1659,Fuselaje,2021-09-10,4.2386,128.1859,89.9433,679.0952,OK
4102,Fuselaje,2019-09-16,3.853,123.6364,59.9106,227.4843,Nuevo_5
1930,Alas,2018-10-11,2.6393,22.2302,54.6352,487.0478,Nuevo_4
1631,Avionica,2022-09-28,2.012,,31.4947,161.0156,OK
7282,Alas,2018-10-12,2.5951,48.6731,61.3234,974.3995,KO
7326,Fuselaje,2019-10-14,1.0728,-22.82,58.7657,255.4196,OK
5458,Alas,2020-10-22,3.1383,86.3377,48.182,693.9262,OK
7413,Alas,2019-05-10,3.3728,-35.8863,60.6442,305.185,Nuevo_3
5117,Fuselaje,2021-03-24,2.8126,113.8095,48.4391,867.3322,OK
893,Avionica,2018-09-14,2.3604,3.4763,62.4434,991.1776,OK
4427,Avionica,2022-12-01,1.8677,29.1058,48.0646,856.3254,OK
2190,Avionica,2018-02-21,2.3351,4.4532,45.8326,648.4439,OK
5881,Motor,2019-10-01,,,60.9594,413.248,KO
6175,Fuselaje,2022-05-26,4.3706,,96.5061,975.8323,Nuevo_2
7271,Avionica,2018-11-12,2.2377,16.9941,37.9898,126.0036,KO
3063,Nuevo_5,2019-02-02,3.1477,145.4901,65.929,949.3816,KO
4735,Fuselaje,2021-10-15,1.8637,57.944,36.5517,927.3901,OK
4583,Motor,2020-08-23,2.1862,92.3239,56.8347,479.8053,OK
2548,Nuevo_5,2022-01-07,1.4269,45.3248,57.1008,969.1993,KO
7305,Nuevo_1,2019-12-04,1.261,-5.4819,42.1386,595.7989,KO
6510,Fuselaje,2018-06-04,3.3056,43.158,56.415,505.8166,OK
2542,Nuevo_1,2019-01-03,3.3274,131.7583,77.4203,584.0429,KO
5307,Fuselaje,2018-05-08,4.5882,113.4734,,271.9131,OK
4991,Motor,2018-08-08,1.2885,50.1722,45.4316,600.2566,KO
7003,,2019-07-31,2.5603,139.8084,61.6602,257.7904,OK
4138,Avionica,2021-10-31,4.3869,,82.1347,656.8981,Nuevo_3
5472,Alas,2022-05-09,4.9528,27.5143,84.1065,360.6315,KO
6770,Motor,2021-10-29,1.6377,18.9805,38.6833,870.8428,Nuevo_1
5418,Nuevo_5,2020-05-15,3.5963,-12.08,65.2194,533.2241,OK
55,Avionica,2020-03-20,3.9617,78.3043,59.8979,814.2758,OK
7299,Fuselaje,2019-12-22,1.0286,-22.6443,43.8904,926.6133,KO
731,Fuselaje,2022-07-14,2.2351,126.5998,167.283,524.8258,Nuevo_5
7327,Fuselaje,2019-08-24,4.0871,63.2283,78.0888,716.609,OK
4000,Alas,2022-05-26,1.6611,12.6085,39.3407,645.0374,OK
2989,Motor,2019-01-15,3.4936,122.9553,67.2377,600.7992,OK
3216,,2021-07-23,3.8267,6.7253,72.2187,364.5775,KO
7203,Nuevo_1,2019-03-28,1.4539,121.7528,40.9138,983.7259,KO
6516,Fuselaje,2018-04-20,3.4367,107.882,,378.4954,KO
3809,Fuselaje,2019-12-03,7.249855687406176,57.8958,53.0926,242.2342,OK
6231,Motor,2019-06-05,4.3928,,68.9824,726.8764,KO
5365,Motor,2020-08-27,1.2563,,,558.3596,Nuevo_2
134,Avionica,2020-10-14,2.0389,21.6261,49.9023,421.2061,Nuevo_4
396,Motor,2021-08-03,4.8853,3.2311,77.4303,296.3606,Nuevo_3
3367,Nuevo_1,2018-03-28,4.299,138.578,89.8122,622.9031,KO
4762,Avionica,2021-02-03,1.186,145.462,37.3017,211.2425,OK
6009,Fuselaje,2022-05-04,4.0182,89.5078,70.521,948.6137,KO
500,Nuevo_2,2019-05-31,1.7853,-49.6501,41.8069,382.0997,OK
2561,Motor,2020-09-21,4.1642,17.8357,54.508,847.7267,OK
7248,Fuselaje,2020-09-10,4.6539,86.4156,85.523,552.6915,Nuevo_4
3812,Fuselaje,2020-12-20,1.2613,3.8684,42.3638,789.3388,OK
1096,Nuevo_1,2018-01-04,4.6327,-25.1484,67.2967,696.2666,KO
2839,Alas,2022-03-31,1.1229,35.1363,,847.3184,Nuevo_1
1835,Nuevo_4,2022-11-27,3.1911,145.4617,,649.6445,KO
5212,Avionica,2021-11-07,2.7838,5.8525,51.89,304.1975,OK
6563,Alas,2018-07-16,2.1085,65.8227,57.612,316.874,Nuevo_2
6101,Fuselaje,2021-05-26,4.0022,112.8444,78.7304,236.7538,Nuevo_1
5388,Nuevo_1,2018-10-12,1.2485,,35.2268,396.7853,OK
890,Fuselaje,2021-06-03,1.9235,-18.2005,167.283,629.175,Nuevo_3
4160,Alas,2019-01-27,1.7358,-24.1868,49.0432,638.1713,KO
1166,Nuevo_2,2022-04-23,,,,524.9145,KO
1239,Alas,2018-07-23,3.5112,-44.3375,57.974,462.8084,OK
583,Nuevo_2,2022-03-02,4.915,59.1206,64.8531,708.2566,KO
4733,Avionica,2022-08-22,4.6273,78.7512,98.9216,466.3735,KO
5236,Motor,2021-11-17,4.4556,46.5248,76.5375,422.4971,OK
4018,Nuevo_1,2018-04-20,,,46.7341,829.7531,KO
7386,Alas,2019-02-14,4.15,103.3111,70.0422,913.7403,Nuevo_4
3140,Fuselaje,2018-01-23,2.0788,17.6797,64.8435,230.1303,KO
1046,Nuevo_3,2020-10-29,4.7315,69.9554,77.8099,862.2737,KO
844,Motor,2019-09-02,3.6834,,62.9853,739.0506,Nuevo_3
81,Fuselaje,2022-07-06,2.7495,39.6695,50.5215,736.7875,KO
3060,Alas,2021-04-02,4.6705,-31.8075,74.6857,523.1398,Nuevo_3
4546,Alas,2018-02-13,2.5226,,,635.7014,KO
635,Avionica,2022-02-18,2.6657,16.7384,46.4804,819.4301,Nuevo_5
3960,Motor,2020-03-17,4.6786,11.5924,83.3909,168.5846,Nuevo_4
2793,Alas,2022-09-30,2.7458,4.0424,67.7912,797.6308,KO
4366,Motor,2021-09-19,,,87.7354,580.4721,Nuevo_3
6399,Nuevo_4,2018-03-01,1.203,,43.7071,298.8054,KO
1381,Avionica,2020-05-03,1.385,-45.256,39.6936,674.8176,Nuevo_1
1746,Nuevo_4,2018-11-16,3.8733,58.3761,62.75,134.7775,Nuevo_1
1487,Avionica,2019-09-25,1.2431,-41.6345,46.0776,359.6033,Nuevo_3
1843,Motor,2022-11-20,3.0133,37.3687,56.1646,414.3339,OK
3536,Motor,2021-03-30,3.2863,80.9377,74.2685,592.4696,Nuevo_1
7119,Fuselaje,2022-10-17,1.7825,20.8781,38.3019,936.7489,KO
144,Motor,2019-02-27,,,45.8109,199.005,OK
4028,Nuevo_1,2021-09-10,1.367,-34.294,36.199,985.3444,Nuevo_4
6470,Motor,2022-01-11,,,54.8495,276.3209,KO
7231,Fuselaje,2020-04-23,3.8328,53.8319,73.1563,263.4084,KO
6828,Motor,2018-05-26,3.7982,148.6153,60.9178,123.3358,Nuevo_5
7341,Alas,2019-11-04,3.1703,-5.3766,54.8402,427.3674,KO
4891,,2022-08-13,4.9967,106.2961,80.4884,414.7182,OK
2794,Nuevo_4,2020-03-19,4.6372,,66.5987,467.82,Nuevo_2
6476,Alas,2021-05-25,3.6972,104.9693,72.1401,508.8505,OK
5768,Nuevo_5,2020-05-10,3.485,12.3557,60.0773,951.6938,KO
5864,Alas,2022-07-01,1.1165,26.4364,47.3503,995.2567,KO
4333,Motor,2018-03-31,4.0683,33.763,,467.3355,OK
6500,Alas,2018-12-21,1.6116,50.0055,,798.1387,OK
5002,Avionica,2020-05-28,1.6253,88.8974,45.2178,653.7286,KO
4652,Alas,2018-02-20,2.8165,5.0208,67.6496,210.3455,KO
61,Alas,2019-01-13,3.1154,8.9733,71.7612,940.5019,KO
1466,Avionica,2019-06-03,3.3439,-12.3571,46.0728,989.2299,Nuevo_1
4254,Avionica,2018-04-30,4.405,113.8943,83.1445,540.5464,OK
6028,Fuselaje,2022-12-03,2.81,101.5968,,110.2087,Nuevo_4
5970,Motor,2018-04-18,1.5385,39.3992,,796.8775,KO
675,Motor,2018-03-03,3.4717,114.1804,59.5755,281.2705,OK
5302,Avionica,2021-12-13,2.7028,56.1883,56.5813,884.613,OK
1759,Nuevo_3,2022-08-26,2.341,47.372,67.6871,998.4657,Nuevo_1
7159,Avionica,2021-01-21,4.151,-4.3251,73.527,342.9552,KO
4067,Motor,2018-06-29,3.0509,6.1603,50.166,224.8503,KO
6131,Motor,2020-06-14,,,70.9178,931.2658,KO
740,Nuevo_2,2020-07-20,2.653,93.2445,56.2185,320.6924,OK
1139,Alas,2022-07-24,1.7184,-1.0679,57.7775,395.606,OK
6527,,2020-12-27,2.5274,,57.6941,109.766,KO
804,Motor,2022-07-05,1.5201,119.437,37.279,776.7755,KO
3768,Avionica,2018-12-22,3.0645,-6.0233,50.9808,781.9643,Nuevo_1
2995,Nuevo_3,2020-03-18,3.3976,112.2754,53.5059,251.3011,OK
6851,Alas,2021-10-21,4.0215,,74.2652,992.7047,KO
2931,Nuevo_1,2019-09-29,,,70.1285,232.1343,Nuevo_5
4666,Motor,2019-05-21,1.4305,-22.5527,46.0172,505.8139,Nuevo_1
2484,Nuevo_5,2022-02-22,4.1588,,71.5486,683.4816,Nuevo_3
3582,Motor,2018-11-13,1.4872,4.5479,46.8346,265.5414,KO
1734,Alas,2019-10-26,2.0213,-10.389,50.3744,618.3667,Nuevo_1
5423,,2022-08-21,1.6938,60.8739,,390.8344,OK
602,Fuselaje,2020-11-27,,,44.4437,452.2465,Nuevo_3
918,Avionica,2022-05-07,1.0109,117.2586,14.4524,348.9781,Nuevo_1
3957,Fuselaje,2022-02-20,1.2664,65.7447,53.1158,149.5914,OK
1284,Motor,2022-10-22,1.9604,11.5781,47.9369,172.2636,OK
430,Nuevo_2,2020-01-27,1.4418,35.1478,40.3166,354.5785,OK
6976,Nuevo_5,2019-06-23,1.3211,,39.1617,278.7468,KO
5983,Nuevo_1,2021-02-13,3.7699,-34.2223,41.4843,935.363,Nuevo_2
2762,Alas,2018-07-03,2.4585,101.2326,43.5077,492.3011,Nuevo_2
5003,Nuevo_2,2019-10-06,4.5266,79.6915,77.4875,448.4782,OK
1633,Nuevo_4,2019-05-26,3.9843,106.3622,76.3013,933.9562,OK
7233,Alas,2021-06-17,3.5674,132.5146,76.0726,456.8558,Nuevo_4
5976,Motor,2018-12-25,4.1671,99.3235,67.9433,619.4446,Nuevo_4
1506,Nuevo_1,2018-05-05,4.7337,87.2157,92.8506,701.7066,KO
3326,,2018-07-07,1.7605,135.1246,32.6558,820.8317,Nuevo_4
6820,Motor,2022-10-13,1.4914,-47.7214,41.0497,115.5688,Nuevo_3
4737,Nuevo_4,2019-11-24,4.7832,,80.9195,756.543,OK
5430,Nuevo_1,2022-10-09,1.9305,48.0174,36.6468,653.0948,KO
4780,Motor,2018-06-24,2.9814,87.3978,65.7467,310.7933,KO
5834,Nuevo_2,2021-06-24,1.5593,28.2082,38.6043,698.3887,OK
3399,Avionica,2021-12-17,4.8265,91.8182,,586.0395,OK
3028,Motor,2022-02-24,1.4297,0.1349,27.6753,795.9098,KO
2619,Avionica,2019-05-12,4.9232,-43.0567,90.2606,407.8527,OK
5089,Alas,2021-04-24,4.6861,20.5768,75.2151,950.1144,Nuevo_2
3915,,2020-10-02,,,54.7064,353.8729,Nuevo_1
5763,Fuselaje,2021-09-06,3.1623,124.5973,76.7185,965.8834,OK
4094,Alas,2021-12-28,4.8693,121.7139,54.5171,552.5657,Nuevo_5
3641,Nuevo_5,2019-02-13,3.7382,68.8532,69.2482,147.8903,Nuevo_5
6970,Alas,2018-02-01,4.9284,105.6739,80.6431,806.1106,KO
3977,Nuevo_1,2019-09-27,4.7858,74.1698,79.9724,795.9443,Nuevo_3
5043,Nuevo_5,2019-10-07,2.0041,63.5707,31.9448,743.3179,OK
6701,Alas,2021-04-11,3.7354,52.5792,55.3486,328.7919,OK
1380,Motor,2022-03-13,2.2924,78.3394,62.239,404.2582,OK
3427,Motor,2022-04-18,3.0392,83.5193,,441.8324,KO
7100,Alas,2019-05-22,4.2116,-38.9969,,803.5044,KO
3919,,2022-05-17,4.201,113.5581,,130.9288,KO
3147,Avionica,2022-02-09,1.9071,,69.972,638.7868,Nuevo_5
261,Alas,2019-09-16,3.6224,119.5884,52.4104,842.5264,OK
3824,Avionica,2019-10-17,3.6441,-47.1055,81.2776,487.9579,OK
4683,Nuevo_4,2020-11-01,2.2864,133.7887,55.6768,692.0522,OK
6579,Alas,2018-05-28,3.5737,25.5744,91.3689,990.9015,Nuevo_3
5361,Motor,2018-04-16,,,52.808,849.5117,OK
2094,Motor,2018-06-08,4.8698,41.241,80.6726,796.1859,Nuevo_1
4360,Fuselaje,2022-05-29,3.9377,1.4984,57.5764,536.7558,Nuevo_5
3200,Alas,2018-04-18,,,53.3822,400.7534,KO
4536,Nuevo_5,2020-03-14,2.0966,-13.8687,50.897,890.0125,OK
56,Fuselaje,2020-02-11,4.7685,130.9149,92.1918,244.3235,OK
2745,Motor,2018-07-14,2.4078,103.7268,56.0259,280.8182,OK
4224,Fuselaje,2020-03-15,2.6741,48.9287,62.958,784.9137,OK
7482,Fuselaje,2018-08-25,1.9685,33.3633,54.5372,146.9319,KO
913,,2022-01-28,4.0686,-27.1135,66.2304,297.0062,OK
6678,Nuevo_3,2019-11-09,4.5722,-48.7937,74.0551,255.1707,OK
598,Motor,2020-02-28,4.8992,24.6393,76.311,225.1615,OK
1622,Motor,2021-07-30,4.5133,37.6165,95.5716,379.1827,OK
3162,Motor,2022-12-21,1.6632,31.0758,45.4706,687.4591,KO
6089,Avionica,2018-06-01,2.3983,102.262,,942.4897,Nuevo_1
7308,Motor,2021-04-11,2.7707,25.2364,54.1795,189.5495,KO
5729,Avionica,2018-08-18,4.8425,,85.9032,935.0833,Nuevo_2
7372,Fuselaje,2019-08-31,4.3518,88.4015,62.3422,923.8964,OK
5199,Fuselaje,2018-08-11,2.3242,12.5044,46.039,803.3068,OK
4569,Avionica,2022-03-18,,,49.0669,116.4964,OK
2235,,2020-06-15,1.9441,33.975,61.8311,627.2791,OK
5907,Motor,2020-12-12,4.2177,-23.3832,71.8791,401.5754,OK
3264,Nuevo_4,2021-06-30,3.0538,80.262,49.9681,859.6614,KO
5400,Avionica,2021-04-25,4.0687,104.3379,64.4571,101.7342,KO
4810,Nuevo_4,2019-11-06,2.6948,32.6783,59.3977,224.1888,Nuevo_5
5086,Nuevo_5,2021-08-29,,,67.7389,666.2796,OK
4971,Alas,2022-09-05,3.6383,524.6598077809853,70.2384,254.5762,Nuevo_1
3124,Fuselaje,2021-08-14,4.0301,84.149,69.915,804.8078,KO
2064,Fuselaje,2019-11-22,3.5795,38.2584,79.1665,922.8492,OK
2267,Alas,2020-02-01,,,75.811,726.7295,OK
7211,Avionica,2019-10-29,3.8463,141.1111,85.7336,327.1492,Nuevo_4
1910,Fuselaje,2020-11-29,2.5874,114.7618,64.2047,657.8884,Nuevo_5
4281,Nuevo_2,2018-04-22,2.6586,-18.0667,56.9362,224.4081,KO
5097,Fuselaje,2021-12-11,4.5932,94.458,75.1573,311.3052,OK
894,Nuevo_5,2018-11-06,4.795,24.7765,77.3225,110.4948,KO
7021,Fuselaje,2021-07-11,1.4133,53.5159,42.9185,506.6706,OK
4052,Nuevo_1,2021-08-02,4.044,24.6263,70.9091,395.1165,OK
499,Avionica,2022-01-05,2.1927,90.7028,74.1858,260.2182,KO
4698,Nuevo_1,2020-09-18,2.4679,24.6843,,595.9247,KO
5666,,2022-02-05,4.5655,16.0513,72.493,240.1843,Nuevo_4
4121,Fuselaje,2021-04-01,1.2468,100.1006,48.8258,934.8471,OK
7493,Motor,2019-03-03,2.717,141.0197,69.5948,216.6062,OK
5487,,2018-12-04,2.3904,25.7299,62.8051,837.6115,Nuevo_4
3154,Nuevo_4,2020-01-23,4.9959,89.8153,80.7567,760.2658,KO
5603,Nuevo_5,2021-09-09,3.2045,19.0229,54.2099,298.1916,OK
4049,Motor,2018-04-14,1.352,29.4653,27.9848,218.1023,OK
6111,Motor,2021-09-18,1.982,50.6039,48.8141,182.0279,Nuevo_2
792,Nuevo_4,2018-10-20,3.2194,-2.0445,76.8375,945.7054,KO
4311,Fuselaje,2020-06-07,,,74.8431,981.5357,KO
3203,Fuselaje,2019-07-22,4.3353,132.2928,73.4764,694.1133,Nuevo_1
3395,Nuevo_5,2018-10-14,4.9754,119.6047,75.0304,141.0521,OK
4130,Alas,2020-12-10,3.6717,-29.0927,66.6805,846.2245,KO
1449,Alas,2021-01-10,4.214,105.3532,79.9217,882.9058,OK
7047,Avionica,2021-09-02,,,40.0594,528.1272,OK
1557,Fuselaje,2022-08-24,4.4501,41.268,62.9629,789.3482,OK
2987,Avionica,2020-09-17,3.5404,8.4739,78.7456,472.954,KO
3909,Alas,2018-05-24,2.3246,126.4199,42.0426,892.4276,KO
3867,Fuselaje,2021-02-22,2.3474,-19.3892,52.5803,825.6047,KO
3271,Nuevo_5,2018-10-09,3.9051,41.9996,67.6029,914.5319,KO
1499,Fuselaje,2020-01-22,2.7572,74.4906,67.476,820.8147,OK
186,Nuevo_4,2021-08-14,1.4581,,37.9193,149.6701,Nuevo_3
5941,Motor,2020-06-25,3.1971,25.9767,56.7932,501.3749,Nuevo_5
2148,Motor,2019-05-13,4.9675,-9.1279,93.938,603.4496,OK
3588,Motor,2021-01-12,3.3468,82.0731,37.6713,923.7312,Nuevo_2
1013,Fuselaje,2020-01-17,1.8271,128.2736,33.5901,242.8693,OK
7219,Alas,2018-03-12,3.0905,57.0822,49.7944,881.143,OK
3579,Nuevo_2,2020-04-22,1.0053,-26.3638,53.9073,901.6826,Nuevo_4
3751,Alas,2020-07-07,4.327,103.5512,94.8092,777.8319,OK
