ID_Juguete,Material,Edad_Recomendada,Peso_g,Tiempo_Producción_min,Normativa_Cumplida,Aprobación_Final
397,Nuevo_4,3-5 años,625.0256869817598,118.0,ASTM F963,No
398,Tela,3-5 años,845.1232354594673,75.0,ASTM F963,Sí
399,Tela,Nuevo_3,192.99816029445188,47.0,Nuevo_5,No
400,Plástico,Nuevo_1,315.61527933161835,38.0,ASTM F963,No
401,Madera,6-10 años,117.89027242227614,78.0,CE,Sí
402,Madera,0-2 años,481.73621812755545,83.0,CE,Nuevo_5
403,Nuevo_5,3-5 años,,98.0,CE,Sí
404,Nuevo_2,0-2 años,925.5892042197398,88.0,CE,No
405,Tela,Nuevo_3,987.1907389598216,14.0,ASTM F963,Sí
406,Tela,Nuevo_1,97.44619113442644,32.0,ASTM F963,Nuevo_5
407,Metal,6-10 años,891.3942257992139,20.0,Nuevo_5,No
408,Tela,Nuevo_1,102.45286818107348,110.0,CE,Nuevo_5
409,Madera,Nuevo_3,177.4643541502175,103.0,ASTM F963,Nuevo_1
410,Plástico,Nuevo_1,202.68683016279655,100.0,Nuevo_5,Sí
411,,3-5 años,907.1373201171164,60.0,ISO 8124,Sí
412,Madera,6-10 años,203.3078835920912,43.0,CE,Sí
413,Nuevo_1,Nuevo_1,278.8138404343496,7.0,CE,Nuevo_3
414,Metal,11+ años,372.9701214068061,66.0,Nuevo_4,Sí
415,Plástico,6-10 años,972.9289277770158,85.0,ISO 8124,No
416,Metal,6-10 años,182.9380438347872,53.0,ISO 8124,Sí
417,,Nuevo_3,788.3261961734163,115.0,Nuevo_4,No
418,Madera,Nuevo_3,211.1607427177133,337.1797103307343,ISO 8124,No
419,Plástico,3-5 años,469.8609292621576,38.0,ISO 8124,No
420,Nuevo_4,0-2 años,1010.0427624239898,107.0,ISO 8124,Nuevo_5
421,Madera,11+ años,,30.0,Nuevo_2,No
422,Madera,,703.2445874105788,106.0,ISO 8124,No
423,Nuevo_5,3-5 años,,45.0,ASTM F963,Sí
424,Plástico,0-2 años,789.5454775596112,74.0,CE,Sí
425,Tela,0-2 años,53.583121055300566,90.0,Nuevo_4,No
426,Nuevo_1,3-5 años,353.1930901653372,99.0,ASTM F963,Nuevo_1
427,Nuevo_4,0-2 años,363.2845159204378,54.0,ASTM F963,Sí
428,Tela,6-10 años,436.1983502505244,83.0,ISO 8124,Nuevo_1
429,Metal,,711.7463821989998,76.0,ASTM F963,Sí
430,Plástico,Nuevo_3,458.3929638771797,42.0,Nuevo_1,Nuevo_4
431,Plástico,6-10 años,457.6095142776782,70.0,Nuevo_2,No
432,Tela,6-10 años,311.8542866542799,91.0,CE,Sí
433,Madera,11+ años,193.2785604214868,59.0,CE,Nuevo_1
434,Plástico,Nuevo_3,200.97823343590156,90.0,ASTM F963,Nuevo_5
435,Madera,6-10 años,758.8572147563129,74.0,CE,No
436,Madera,11+ años,893.7707743052237,13.0,Nuevo_3,Sí
437,Tela,0-2 años,648.4519582662892,26.0,CE,Sí
438,Plástico,11+ años,450.9924712606984,108.0,Nuevo_1,Sí
439,Tela,6-10 años,483.3776567568352,94.0,ISO 8124,Nuevo_1
440,Madera,3-5 años,801.2656785203789,89.0,ASTM F963,No
441,Madera,11+ años,988.4282689392886,53.0,ASTM F963,Sí
442,Metal,Nuevo_4,614.7798219825697,69.0,ISO 8124,Nuevo_5
443,Nuevo_5,,122.6635526206802,116.0,Nuevo_2,Nuevo_3
444,Madera,0-2 años,541.010839651394,49.0,ISO 8124,Sí
445,Plástico,6-10 años,,118.0,Nuevo_5,No
446,Madera,0-2 años,615.5671266485717,52.0,ASTM F963,Nuevo_2
447,Nuevo_2,6-10 años,98.61321755641676,85.0,Nuevo_4,Sí
448,Nuevo_1,3-5 años,524.7229200522793,21.0,CE,No
449,Madera,0-2 años,712.0824726797877,108.0,ISO 8124,Nuevo_1
450,Tela,3-5 años,795.1128079101724,59.0,CE,Nuevo_4
451,Nuevo_4,11+ años,150.748555662896,114.0,ISO 8124,Sí
452,,6-10 años,896.7251510030121,108.0,Nuevo_2,Sí
453,Nuevo_1,6-10 años,794.628739814881,103.0,ASTM F963,Sí
454,Plástico,6-10 años,942.0573097959452,63.0,Nuevo_4,No
455,Tela,11+ años,735.9829055971547,52.0,CE,Nuevo_4
456,Madera,3-5 años,115.35591589276594,60.0,ISO 8124,Sí
457,Madera,11+ años,455.1961749415544,44.0,ISO 8124,No
458,Tela,Nuevo_5,293.41546029338656,40.0,ASTM F963,Nuevo_1
459,Nuevo_2,6-10 años,50.23989092088711,85.0,ISO 8124,Sí
460,Tela,Nuevo_2,71.70266042317388,96.0,Nuevo_5,No
461,Metal,11+ años,160.1829663692318,51.0,ASTM F963,No
462,Plástico,0-2 años,234.40329488626725,44.0,ASTM F963,No
463,Tela,6-10 años,,22.0,Nuevo_1,Nuevo_3
464,Tela,0-2 años,820.4485058793733,65.0,ASTM F963,Nuevo_4
465,Tela,11+ años,841.798384698454,61.0,ISO 8124,Sí
466,Tela,6-10 años,710.6719994255795,17.0,ASTM F963,No
467,Madera,6-10 años,779.1111343324534,102.0,Nuevo_2,Nuevo_5
468,Plástico,0-2 años,432.86612024032905,67.0,Nuevo_1,Sí
469,Tela,6-10 años,925.147984205992,55.0,ISO 8124,No
470,Nuevo_3,0-2 años,484.8985633420753,116.0,Nuevo_2,Sí
471,Plástico,Nuevo_3,930.7242214820716,80.0,ASTM F963,Sí
472,Tela,6-10 años,786.0526184187986,80.0,Nuevo_5,Sí
473,Tela,11+ años,371.4842925700526,16.0,Nuevo_3,Nuevo_1
474,Metal,0-2 años,826.3235338285486,103.0,ISO 8124,Nuevo_1
475,,Nuevo_2,742.9281248784138,55.0,Nuevo_3,Sí
476,Madera,3-5 años,376.2600979876081,16.0,ASTM F963,Nuevo_1
477,Metal,3-5 años,839.5108372592135,42.0,ASTM F963,Nuevo_3
478,Plástico,11+ años,472.7523634908176,30.0,ASTM F963,No
479,Madera,0-2 años,95.23371214291087,54.0,ISO 8124,No
480,Tela,6-10 años,347.35957436661664,93.0,ISO 8124,No
481,Plástico,,820.3529516101354,112.0,ASTM F963,Sí
482,Plástico,6-10 años,567.5141455944774,70.0,ISO 8124,Sí
483,Tela,Nuevo_2,545.5132888594591,18.0,ASTM F963,Nuevo_1
484,Nuevo_4,11+ años,645.5191315686244,112.0,CE,No
485,Madera,6-10 años,226.1784203826954,95.0,CE,Sí
486,Tela,6-10 años,325.34066177175106,91.0,Nuevo_2,Sí
487,Plástico,Nuevo_1,935.2204569282328,24.0,ISO 8124,Nuevo_2
488,Tela,3-5 años,679.4165848160739,40.0,ISO 8124,Sí
489,Nuevo_3,11+ años,287.8476055598183,74.0,CE,Sí
490,Metal,11+ años,269.8409256613361,117.0,Nuevo_5,Sí
491,Metal,Nuevo_3,836.9352223395082,50.0,ISO 8124,Sí
492,Nuevo_2,Nuevo_3,437.7751368961028,73.0,ISO 8124,Sí
493,Plástico,3-5 años,818.6694843685642,113.0,Nuevo_4,Nuevo_2
494,Madera,Nuevo_2,823.432531969978,113.0,ASTM F963,Nuevo_4
495,Tela,0-2 años,373.71322777504326,107.0,CE,Nuevo_1
496,Plástico,Nuevo_5,318.553780288948,32.0,Nuevo_2,Sí
497,Plástico,6-10 años,489.8047692553809,19.0,ASTM F963,Nuevo_3
498,Plástico,11+ años,859.2475693979729,71.0,CE,No
499,Plástico,Nuevo_5,888.6416837937048,117.0,ISO 8124,Sí
500,Nuevo_1,11+ años,294.6041033860112,36.0,ASTM F963,Sí
501,Tela,3-5 años,472.9207621167802,100.0,ISO 8124,Sí
502,Plástico,0-2 años,685.7031239983693,114.0,Nuevo_2,Nuevo_5
503,Madera,,157.95454885596268,116.0,CE,No
504,Tela,,267.4494813571305,33.0,ASTM F963,Nuevo_1
505,Madera,Nuevo_5,943.2883335298064,39.0,Nuevo_3,Sí
506,Plástico,3-5 años,690.0782912826111,11.0,CE,No
507,Metal,11+ años,937.8290694054256,12.0,ASTM F963,Sí
508,Tela,11+ años,83.7511819425583,68.0,Nuevo_4,Sí
509,Plástico,Nuevo_4,671.0747804315413,8.0,Nuevo_1,No
510,Nuevo_5,11+ años,253.19674188154465,72.0,CE,Nuevo_1
511,Tela,Nuevo_5,703.7925463628213,18.0,ISO 8124,No
512,Tela,Nuevo_5,971.9757992817998,6.0,ASTM F963,Nuevo_3
513,Nuevo_4,0-2 años,296.43905124681913,15.0,Nuevo_1,Sí
514,,0-2 años,159.37798768551704,67.0,CE,Sí
515,Plástico,,,14.0,Nuevo_4,No
516,Madera,Nuevo_4,337.98266912196493,26.0,ISO 8124,No
517,,11+ años,605.899799466356,546.1361505356964,Nuevo_5,Sí
518,Plástico,6-10 años,588.0003289221182,16.0,Nuevo_3,No
519,Nuevo_1,3-5 años,863.232877394487,36.0,ISO 8124,Sí
520,Metal,11+ años,753.7720571714949,66.0,CE,Nuevo_4
521,Metal,6-10 años,478.3486719818629,107.0,ASTM F963,Sí
522,Metal,Nuevo_2,936.7860241464268,74.0,CE,Nuevo_4
523,Metal,0-2 años,181.76303403418703,78.0,ASTM F963,No
524,Madera,6-10 años,160.67509307913048,51.0,ISO 8124,Nuevo_4
525,,6-10 años,501.0333998729693,49.0,CE,No
526,Plástico,11+ años,190.42162667183155,30.0,ASTM F963,Nuevo_2
527,Plástico,0-2 años,203.93751195149548,15.0,ASTM F963,Sí
528,Metal,11+ años,551.9184415240597,35.0,ASTM F963,No
529,Tela,3-5 años,709.2860583434965,17.0,Nuevo_1,Nuevo_3
530,Plástico,Nuevo_1,,108.0,CE,Nuevo_2
531,Metal,0-2 años,524.850731514147,36.0,Nuevo_5,No
532,Madera,0-2 años,931.8406047272782,82.0,ASTM F963,Nuevo_2
533,Madera,,531.6199900081431,91.0,CE,Nuevo_1
534,Metal,11+ años,295.0188871726274,44.0,CE,Nuevo_2
535,Nuevo_4,Nuevo_5,529.3132643107451,53.0,ASTM F963,Nuevo_4
536,Tela,11+ años,711.178335935575,61.0,CE,Nuevo_4
537,Plástico,3-5 años,338.7501812484491,20.0,Nuevo_1,Nuevo_3
538,Metal,11+ años,377.46392901572847,49.0,ISO 8124,Nuevo_3
539,Metal,3-5 años,978.1001402620708,89.0,ASTM F963,Sí
540,Tela,11+ años,89.96962951616598,35.0,Nuevo_5,Sí
541,Tela,3-5 años,480.68441970301154,112.0,Nuevo_2,Sí
542,Tela,6-10 años,909.348898288598,29.0,Nuevo_1,No
543,Metal,,302.25230469347275,106.0,ASTM F963,No
544,Metal,11+ años,92.09710638970324,72.0,ISO 8124,Sí
545,Nuevo_5,6-10 años,,6.0,ASTM F963,Sí
546,Metal,Nuevo_1,459.57621358625073,36.0,ISO 8124,Nuevo_1
547,Tela,,,60.0,ASTM F963,Sí
548,Tela,0-2 años,474.8413260969854,63.0,Nuevo_2,Nuevo_4
549,Plástico,Nuevo_4,715.2237433008511,83.0,Nuevo_4,Sí
550,Tela,3-5 años,385.3285018034405,23.0,Nuevo_3,No
551,Tela,11+ años,478.20908069681,63.0,CE,Sí
552,Tela,Nuevo_1,456.8384913542908,93.0,CE,Nuevo_1
553,Plástico,11+ años,543.4050900178298,9.0,ISO 8124,No
554,Madera,0-2 años,734.1782876601842,52.0,ISO 8124,No
555,Nuevo_3,3-5 años,728.7822067292282,59.0,ASTM F963,Nuevo_5
556,Tela,3-5 años,825.6387154282725,38.0,ASTM F963,Nuevo_2
557,,11+ años,65.9865526169853,59.0,ISO 8124,No
558,Madera,6-10 años,106.7960180318896,93.0,CE,Nuevo_3
559,Nuevo_3,3-5 años,810.1586888736591,85.0,ISO 8124,No
560,Metal,3-5 años,614.4023471425094,51.0,CE,No
561,Plástico,6-10 años,259.7805027005544,69.0,ASTM F963,Nuevo_1
562,Plástico,Nuevo_5,238.2578952503618,71.0,ASTM F963,Nuevo_4
563,Metal,Nuevo_1,415.2423067626315,110.0,ASTM F963,Nuevo_5
564,Metal,Nuevo_1,314.0934967648932,88.0,ASTM F963,Sí
565,Tela,11+ años,202.30590790020577,21.0,ASTM F963,Sí
566,Plástico,3-5 años,826.7692926743373,61.0,ASTM F963,Sí
567,Metal,Nuevo_2,583.7449867402577,86.0,Nuevo_4,Nuevo_3
568,,6-10 años,172.07346254334936,65.0,ISO 8124,No
569,Plástico,0-2 años,868.6372569892246,52.0,ISO 8124,No
570,Metal,0-2 años,492.7472489822292,80.0,Nuevo_3,Nuevo_3
571,Plástico,Nuevo_5,892.5593520077128,102.0,ISO 8124,Sí
572,Plástico,0-2 años,139.44781378577994,104.0,CE,No
573,Madera,6-10 años,368.28817711172087,109.0,ISO 8124,No
574,Madera,11+ años,516.659231380419,53.0,CE,Nuevo_2
575,Metal,6-10 años,785.231264067977,101.0,ASTM F963,Nuevo_5
576,Plástico,6-10 años,,90.0,ASTM F963,No
577,,,712.3669515791146,90.0,ISO 8124,No
578,Madera,3-5 años,55.94448457961047,48.0,Nuevo_2,Sí
579,Tela,0-2 años,474.6640513932877,104.0,Nuevo_5,No
580,Plástico,Nuevo_4,406.753637278275,111.0,CE,No
581,Plástico,Nuevo_3,612.0149147482556,108.0,Nuevo_4,Nuevo_3
582,Plástico,0-2 años,765.6787506598027,81.0,Nuevo_4,Nuevo_1
583,Nuevo_4,0-2 años,122.57811422166937,18.0,Nuevo_4,No
584,Madera,11+ años,925.9303632217112,114.0,ASTM F963,Sí
585,Nuevo_3,3-5 años,85.54160875814961,119.0,ISO 8124,Nuevo_3
586,Metal,Nuevo_1,670.9410036734275,95.0,CE,Nuevo_2
587,Metal,6-10 años,721.7767555833166,112.0,Nuevo_3,Sí
588,Madera,6-10 años,307.70233237321884,57.0,Nuevo_4,Sí
589,Plástico,3-5 años,909.9565987701136,119.0,ASTM F963,Sí
590,Madera,0-2 años,96.4149785293408,63.0,CE,No
591,Nuevo_4,Nuevo_3,93.03799008262988,110.0,ISO 8124,No
592,Nuevo_2,3-5 años,119.01940014056508,5.0,ISO 8124,Sí
593,Plástico,3-5 años,70.46674556951336,88.0,ISO 8124,Nuevo_2
594,Madera,Nuevo_4,778.6129799561662,96.0,CE,Sí
595,Nuevo_2,,838.1168840995995,13.0,CE,No
596,Madera,6-10 años,128.42407061467551,92.0,CE,Sí
597,,3-5 años,176.8783195957373,21.0,ASTM F963,Nuevo_2
598,Metal,3-5 años,623.4310273257871,63.0,ISO 8124,Sí
599,Metal,0-2 años,584.4650928913296,65.0,ISO 8124,Sí
600,Nuevo_1,0-2 años,924.6013446498258,23.0,CE,No
601,Nuevo_4,6-10 años,579.684792519049,48.0,ISO 8124,Sí
602,Metal,Nuevo_2,426.4160507403267,7.0,ASTM F963,No
603,Metal,11+ años,456.2630798335786,51.0,Nuevo_2,Sí
604,Plástico,Nuevo_1,183.72679473303253,16.0,ISO 8124,No
605,Nuevo_4,Nuevo_5,575.9164946863244,54.0,ISO 8124,Nuevo_3
606,Plástico,0-2 años,785.8165416862782,55.0,CE,No
607,Nuevo_2,11+ años,925.0454768163444,29.0,CE,Sí
608,Plástico,11+ años,765.3459744917457,47.0,Nuevo_1,Nuevo_2
609,Madera,11+ años,801.3395167632711,81.0,ISO 8124,No
610,Metal,3-5 años,149.7166331902882,75.0,ASTM F963,No
611,Tela,3-5 años,237.1455366940112,39.0,CE,Nuevo_1
612,Plástico,6-10 años,950.5389636562788,81.0,Nuevo_2,No
613,Nuevo_3,0-2 años,656.2083040512816,114.0,ISO 8124,Sí
614,Tela,0-2 años,619.1814652279812,15.0,ASTM F963,No
615,,0-2 años,552.4567628283291,89.0,ISO 8124,No
616,Plástico,0-2 años,882.7061985872634,82.0,ISO 8124,No
617,Nuevo_2,11+ años,900.100305205826,11.0,Nuevo_2,Sí
618,Nuevo_5,6-10 años,206.23209299983105,111.0,ISO 8124,Nuevo_4
619,Metal,0-2 años,241.841923249243,59.0,ISO 8124,Sí
620,Tela,11+ años,540.1331927283601,107.0,ISO 8124,No
621,Madera,3-5 años,881.5394170113459,13.0,Nuevo_5,Nuevo_2
622,Metal,11+ años,341.7252583899977,102.0,ASTM F963,Sí
623,Tela,0-2 años,,85.0,ISO 8124,No
624,Plástico,11+ años,608.3992722420105,93.0,ISO 8124,Nuevo_3
625,Nuevo_5,11+ años,,102.0,ISO 8124,Sí
626,Madera,11+ años,417.2652499432033,20.0,CE,No
627,Plástico,11+ años,,103.0,ISO 8124,No
628,Nuevo_5,0-2 años,,44.0,Nuevo_4,No
629,Metal,0-2 años,920.7793520180054,10.0,Nuevo_4,Nuevo_1
630,Nuevo_5,11+ años,173.41254873109312,101.0,ASTM F963,Nuevo_3
631,Madera,Nuevo_5,926.5287335438554,51.0,CE,No
632,Metal,0-2 años,658.0961478686189,64.0,ASTM F963,Nuevo_4
633,Madera,6-10 años,955.4102464179456,49.0,ISO 8124,Sí
634,Metal,Nuevo_2,279.1678418649582,28.0,Nuevo_1,No
635,Tela,3-5 años,550.3863178040472,75.0,ASTM F963,Sí
636,,6-10 años,978.8747767088591,108.0,Nuevo_1,No
637,Madera,11+ años,289.0289042410503,64.0,ISO 8124,Sí
638,Madera,Nuevo_4,721.4219642393755,71.0,CE,Sí
639,Metal,3-5 años,821.9291269420423,9.0,CE,No
640,Metal,6-10 años,183.78360479504255,38.0,Nuevo_1,Sí
641,Metal,3-5 años,587.4995272249786,74.0,ASTM F963,Sí
642,Plástico,3-5 años,,49.0,Nuevo_4,Sí
643,Madera,6-10 años,742.9712497331126,60.0,Nuevo_5,Sí
644,Plástico,11+ años,201.32989430001265,89.0,ISO 8124,Sí
645,Tela,Nuevo_2,445.7879894903464,16.0,Nuevo_2,No
646,Madera,6-10 años,969.5221538292618,63.0,ASTM F963,Nuevo_3
647,,11+ años,545.4032545733097,77.0,CE,Nuevo_4
648,Tela,3-5 años,694.3403763132238,54.0,ISO 8124,No
649,Plástico,0-2 años,286.304670138765,16.0,Nuevo_5,Sí
650,Nuevo_2,6-10 años,136.63404285563956,96.0,CE,Nuevo_3
651,Plástico,,297.86980070592176,30.0,ASTM F963,Sí
652,Plástico,11+ años,879.7277925989766,109.0,ISO 8124,No
653,,11+ años,8158.502028671257,82.0,Nuevo_5,Nuevo_4
654,Plástico,3-5 años,634.6753333879625,14.0,ASTM F963,No
655,,3-5 años,124.9617682686664,5.0,ASTM F963,No
656,Tela,Nuevo_4,943.9257924008324,74.0,Nuevo_1,Sí
657,Madera,3-5 años,449.52033704428624,59.0,ISO 8124,No
658,Metal,11+ años,937.275755910818,116.0,CE,No
659,Nuevo_4,11+ años,394.4902291485448,27.0,ASTM F963,Nuevo_5
660,,Nuevo_2,,112.0,ISO 8124,No
661,Nuevo_5,11+ años,506.3966023433334,47.0,CE,Sí
662,Madera,6-10 años,924.4536132520404,113.0,ASTM F963,No
663,Madera,6-10 años,145.33053451353854,52.0,Nuevo_4,No
664,Madera,,908.2062013674332,98.0,ISO 8124,No
665,Plástico,Nuevo_5,499.7873723084912,23.0,CE,Nuevo_4
666,,0-2 años,211.9591180483743,42.0,CE,Nuevo_2
667,Metal,,613.9907583003778,45.0,ISO 8124,No
668,Metal,6-10 años,566.3857157306921,115.0,ASTM F963,Sí
669,Madera,0-2 años,560.6809027744616,79.0,Nuevo_2,No
670,Tela,11+ años,394.9315206235655,30.0,Nuevo_5,Sí
671,Plástico,0-2 años,71.11669549214784,86.0,Nuevo_2,Sí
672,Metal,3-5 años,945.5297357873296,38.0,CE,No
673,Plástico,6-10 años,765.5128055510567,88.0,ISO 8124,Sí
674,Madera,3-5 años,64.85206879147677,24.0,Nuevo_3,Sí
675,Madera,Nuevo_4,586.7425420192292,9.0,ASTM F963,No
676,Tela,0-2 años,164.08995742552614,31.0,CE,Nuevo_3
677,Nuevo_4,6-10 años,524.0753508890969,58.0,ISO 8124,Nuevo_5
678,Tela,0-2 años,,109.0,Nuevo_3,No
679,Tela,6-10 años,,31.0,Nuevo_4,No
680,Plástico,,91.62080489490238,52.0,ISO 8124,Nuevo_4
681,Metal,3-5 años,527.1689094700982,22.0,Nuevo_5,Sí
682,Plástico,6-10 años,482.7038650964412,113.0,Nuevo_3,Sí
683,Metal,Nuevo_1,502.6195600594652,16.0,ISO 8124,Nuevo_5
684,Tela,0-2 años,246.4826364368573,42.0,CE,Nuevo_4
685,Nuevo_3,11+ años,481.58257471328153,21.0,Nuevo_3,Nuevo_5
686,Tela,0-2 años,285.04163603230336,36.0,CE,Nuevo_5
687,Madera,11+ años,,86.0,ISO 8124,Sí
688,Tela,0-2 años,434.7066558437481,24.0,CE,Nuevo_2
689,Tela,3-5 años,442.445458754724,79.0,CE,Sí
690,,6-10 años,164.49607395163883,74.0,CE,No
691,Tela,Nuevo_5,903.7981874166708,73.0,CE,No
692,Nuevo_2,3-5 años,920.1402798343228,25.0,ISO 8124,Nuevo_4
693,Nuevo_2,6-10 años,464.1322990637317,17.0,Nuevo_4,No
694,Madera,Nuevo_2,921.6679384844234,20.0,CE,No
695,Madera,3-5 años,827.1913065123669,72.0,ISO 8124,Sí
696,,6-10 años,272.9803824544259,13.0,ASTM F963,No
697,,6-10 años,81.19044974543866,53.0,ISO 8124,Nuevo_5
698,Plástico,11+ años,799.107243951285,99.0,Nuevo_3,No
699,Tela,6-10 años,414.6712618291127,51.0,ISO 8124,Sí
700,Nuevo_2,6-10 años,960.4082046698868,115.0,Nuevo_4,No
701,Metal,Nuevo_1,593.4836647463326,34.0,ASTM F963,Nuevo_1
702,Metal,6-10 años,963.9085999387156,82.0,Nuevo_1,Nuevo_5
703,Madera,,105.74336891292552,84.0,ASTM F963,No
704,Tela,3-5 años,326.11667122466883,10.0,CE,No
705,Plástico,3-5 años,394.7407622806821,110.0,ISO 8124,Sí
706,Madera,11+ años,321.7479698330718,57.0,ASTM F963,Sí
707,Metal,3-5 años,162.43205527950917,48.0,ASTM F963,No
708,Plástico,6-10 años,802.6338303919628,74.0,Nuevo_5,Sí
709,Nuevo_5,6-10 años,681.671044344895,28.0,Nuevo_1,No
710,Tela,Nuevo_2,487.15392317205,14.0,CE,Sí
711,Plástico,,898.1452576459001,72.0,CE,Sí
712,Tela,11+ años,355.773841747654,82.0,ISO 8124,No
713,Madera,11+ años,148.37862787607864,92.0,CE,Sí
714,,6-10 años,289.5724550190126,44.0,Nuevo_4,Nuevo_4
715,Tela,6-10 años,189.3236517418862,25.0,Nuevo_2,Sí
716,Tela,Nuevo_4,653.9065571138294,6.0,ASTM F963,No
717,Nuevo_2,Nuevo_3,106.67704686615936,16.0,Nuevo_1,Nuevo_5
718,Metal,3-5 años,805.2108682228965,94.0,Nuevo_1,Sí
719,Madera,11+ años,187.38684349698772,14.0,Nuevo_1,Nuevo_5
720,Tela,11+ años,317.22992142065914,53.0,Nuevo_3,Sí
721,Plástico,Nuevo_1,936.2370066467082,63.0,CE,No
722,Tela,0-2 años,409.7252224357756,37.0,ASTM F963,Sí
723,,6-10 años,104.42988600671818,92.0,ASTM F963,Sí
724,Plástico,11+ años,912.6295726626274,81.0,ISO 8124,No
725,Tela,0-2 años,54.86973362949533,84.0,ASTM F963,Sí
726,Plástico,11+ años,157.618603979571,115.0,Nuevo_3,Nuevo_2
727,,0-2 años,934.440379558419,115.0,CE,Nuevo_5
728,Metal,6-10 años,2980.8674580782504,19.0,ASTM F963,Nuevo_5
729,Nuevo_4,11+ años,795.8822525839968,13.0,ASTM F963,Nuevo_2
730,Nuevo_4,0-2 años,528.0848375711882,21.0,ISO 8124,Nuevo_2
731,Plástico,6-10 años,573.8205705134828,8.0,CE,Nuevo_2
732,Nuevo_4,3-5 años,274.0702928288101,86.0,CE,No
733,Nuevo_2,6-10 años,638.8355329030938,33.0,ISO 8124,No
734,Metal,0-2 años,846.7683752509607,105.0,Nuevo_1,No
735,Nuevo_2,11+ años,482.2791256021987,14.0,ASTM F963,No
736,,0-2 años,261.84013402116625,52.0,Nuevo_2,Nuevo_1
737,Madera,11+ años,548.3035981042677,76.0,Nuevo_2,Sí
738,Plástico,3-5 años,390.43144950004967,90.0,ISO 8124,Nuevo_5
739,Plástico,3-5 años,153.3172190118825,40.0,ASTM F963,Nuevo_3
740,Madera,6-10 años,972.1868665260034,20.0,ISO 8124,Sí
741,Metal,11+ años,86.91250537083,72.0,CE,Nuevo_2
742,,Nuevo_4,721.4732027914084,110.0,CE,Sí
743,Nuevo_1,Nuevo_4,139.84574330410635,116.0,CE,Sí
744,Plástico,6-10 años,216.3021008827573,75.0,CE,No
745,Plástico,3-5 años,,95.0,Nuevo_4,Sí
746,Tela,3-5 años,859.7695142650736,17.0,ISO 8124,Nuevo_1
747,Tela,3-5 años,635.9372841749876,116.0,ASTM F963,Nuevo_5
748,,0-2 años,986.8290013881292,54.0,Nuevo_1,Sí
749,Metal,0-2 años,319.5950519390517,100.0,CE,Nuevo_1
750,Tela,6-10 años,788.3846965757358,79.0,CE,No
751,Metal,0-2 años,665.619649759709,417.9128804099242,ISO 8124,No
752,Madera,11+ años,373.1344613243092,17.0,ASTM F963,Nuevo_5
753,,6-10 años,114.6023710182534,20.0,ISO 8124,Nuevo_4
754,Metal,6-10 años,520.4073526506284,10.0,ASTM F963,Sí
755,Plástico,11+ años,811.039896632222,101.0,ASTM F963,Nuevo_2
756,Tela,0-2 años,158.76044076785,16.0,ASTM F963,No
757,Plástico,11+ años,,44.0,ASTM F963,Nuevo_1
758,,3-5 años,872.6366020005188,20.0,ASTM F963,Sí
759,Plástico,6-10 años,519.8704057355299,42.0,ASTM F963,Sí
760,Metal,3-5 años,795.0034750163162,26.0,ISO 8124,No
761,Madera,Nuevo_3,536.0903136892111,94.0,Nuevo_5,No
762,Metal,0-2 años,976.396228004183,86.0,ISO 8124,Sí
763,Madera,3-5 años,559.4784145721084,115.0,ASTM F963,Sí
764,Madera,11+ años,313.35564938120353,89.0,Nuevo_5,Nuevo_5
765,Metal,6-10 años,,111.0,CE,No
766,Nuevo_4,Nuevo_5,969.382871699646,18.0,Nuevo_3,No
767,Plástico,0-2 años,747.129110927189,94.0,ISO 8124,Sí
768,,0-2 años,987.9125307870158,30.0,ISO 8124,No
769,,Nuevo_4,834.810358020385,104.0,Nuevo_5,Sí
770,Nuevo_3,0-2 años,474.8459441889103,9.0,ASTM F963,No
771,Plástico,11+ años,,22.0,ISO 8124,No
772,Nuevo_1,3-5 años,276.272449570415,37.0,Nuevo_1,No
773,Nuevo_3,11+ años,130.6642438491975,109.0,ISO 8124,No
774,Nuevo_2,3-5 años,956.68297272743,35.0,ISO 8124,No
775,,11+ años,124.1243145669002,94.0,CE,No
776,Plástico,0-2 años,355.5777154610009,37.0,CE,Sí
777,Tela,0-2 años,93.78539231159016,31.0,ASTM F963,No
778,Plástico,11+ años,603.5941911549196,35.0,ASTM F963,No
779,Tela,0-2 años,646.8484456816673,119.0,ISO 8124,Nuevo_3
780,Nuevo_3,Nuevo_1,707.3321494592265,41.0,ASTM F963,No
781,Madera,0-2 años,932.2974736384858,75.0,Nuevo_2,Nuevo_2
782,Tela,Nuevo_3,316.8746937383776,72.0,ISO 8124,Nuevo_4
783,Plástico,3-5 años,230.95438507254624,6.0,Nuevo_4,Sí
784,Tela,3-5 años,178.28344271937598,77.0,ISO 8124,Sí
785,Plástico,11+ años,951.6437285333274,35.0,Nuevo_5,Nuevo_3
786,Nuevo_1,Nuevo_3,210.22440356968733,113.0,Nuevo_3,Sí
787,Nuevo_4,6-10 años,521.5266850328874,18.0,ISO 8124,No
788,Tela,6-10 años,,118.0,ISO 8124,Sí
789,Madera,Nuevo_2,667.3615000994008,53.0,ISO 8124,No
790,Madera,Nuevo_4,76.94472170546665,17.0,ISO 8124,Nuevo_4
791,Madera,0-2 años,678.0467942718342,98.0,ISO 8124,No
792,,Nuevo_5,179.53929324757232,80.0,CE,Nuevo_3
793,Tela,0-2 años,764.4512910132854,71.0,Nuevo_1,Sí
